티커,Name,Market,Sector,Industry,종가,거래량,거래대금,등락률,공매도거래대금,공매도비중,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금,시장,업종,주요제품
095570,AJ네트웍스,유가,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",4700.0,227155.0,1060565370.0,1.4,3136135.0,0.3,33566.0,156022067.0,25725.0,120579508.0,-64085.0,-299020030.0,-448.0,-2105065.0,-13.0,-60425.0,956.0,4471195.0,0.0,0.0,-64167.0,-299388380.0,-413.0,-1937355.0,216.0,1007380.0,4578.0,21411075.0,0.0,0.0,0.0
006840,AK홀딩스,유가,기타 금융업,지주사업,7880.0,5934.0,46496575.0,1.68,4606580.0,9.91,2204.0,17241765.0,-1845.0,-14429910.0,-341.0,-2671995.0,-333.0,-2608955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,-63040.0,0.0,0.0,-18.0,-139860.0,0.0,0.0,0.0
027410,BGF,유가,기타 금융업,지주회사,4775.0,272045.0,1296204565.0,3.02,86705385.0,6.69,-42452.0,-199122045.0,48128.0,226753585.0,-2285.0,-10957115.0,-132.0,-678810.0,-27.0,-128695.0,-335.0,-1599625.0,106.0,508115.0,0.0,0.0,-1897.0,-9058100.0,4550.0,21246750.0,-7941.0,-37921175.0,0.0,0.0,0.0
282330,BGF리테일,유가,종합 소매업,체인화 편의점,132500.0,74888.0,9846520450.0,-0.38,1613159200.0,15.43,-11438.0,-1505056950.0,19956.0,2618880550.0,-7228.0,-945131900.0,-643.0,-84027800.0,298.0,39792700.0,-2350.0,-307887750.0,0.0,0.0,-3395.0,-443446700.0,-1093.0,-143654350.0,-825.0,-107611200.0,-465.0,-61080500.0,0.0,0.0,0.0
138930,BNK금융지주,유가,기타 금융업,금융지주회사,17180.0,1140055.0,19387369340.0,2.87,2094013900.0,9.5,-53599.0,-919121050.0,65359.0,1115380715.0,85804.0,1462853665.0,92341.0,1570821055.0,-26648.0,-451370575.0,4274.0,75551480.0,3611.0,61624675.0,-222179.0,-3771775370.0,3292.0,56586005.0,-95150.0,-1618224220.0,-2414.0,-40889110.0,0.0,0.0,0.0
001460,BYC,유가,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",41800.0,5205.0,220229350.0,-1.42,5829350.0,1.61,878.0,37098850.0,-841.0,-35536850.0,-459.0,-19389250.0,-18.0,-762300.0,-1.0,-41950.0,-440.0,-18585000.0,0.0,0.0,0.0,0.0,0.0,0.0,461.0,19483450.0,-39.0,-1656200.0,0.0,0.0,0.0
001465,BYC우,KOSPI,기타/미분류,기타/미분류,29650.0,981.0,29038300.0,2.07,267850.0,0.92,-416.0,-12330300.0,0.0,-37900.0,417.0,12397800.0,-18.0,-531000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,12928800.0,0.0,0.0,-1.0,-29600.0,0.0,0.0,0.0
001040,CJ,유가,기타 금융업,지주회사,170200.0,165891.0,28406928350.0,1.61,1363834000.0,3.7,6542.0,1096503250.0,50918.0,8730957300.0,-59020.0,-10096668650.0,-6117.0,-1034197300.0,-4948.0,-847433100.0,-26747.0,-4582474900.0,-29.0,-4971200.0,-9249.0,-1583829350.0,-11106.0,-1902427300.0,-342.0,-59363100.0,1902.0,328571200.0,0.0,0.0,0.0
079160,CJ CGV,유가,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",4740.0,272440.0,1299910660.0,0.42,269961210.0,20.77,44082.0,209497211.0,-66202.0,-314920744.0,21769.0,103731773.0,-4541.0,-21571522.0,-46.0,-218340.0,1385.0,6564850.0,0.0,0.0,4984.0,23861775.0,19987.0,95095010.0,600.0,2880975.0,-249.0,-1189215.0,0.0,0.0,0.0
00104K,CJ4우(전환),KOSPI,기타/미분류,기타/미분류,153100.0,11611.0,1773025800.0,0.13,81969100.0,4.62,2502.0,381239900.0,-1152.0,-176445100.0,-1471.0,-223200500.0,2437.0,372199000.0,-20.0,-3057800.0,-3888.0,-592341700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,18405700.0,0.0,0.0,0.0
