날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-01-22,-156829850910,244456528531,155544155849,-243170833470,0,KOSPI
2026-01-22,-137681195642,-35477271112,89870451147,83288015607,0,KOSDAQ
