티커,Name,Market,Sector,Industry,종가,거래량,거래대금,등락률,공매도거래대금,공매도비중,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금
095570,AJ네트웍스,유가,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",4190.0,52979.0,222547222.0,0.47999998927116394,9156270.0,4.110000133514404,-1747.0,-7562848.0,-13220.0,-55424330.0,14751.0,62077503.0,-206.0,-863145.0,23.0,97209.0,-48.0,-201725.0,0.0,0.0,15000.0,63120849.0,-18.0,-75685.0,225.0,946820.0,-9.0,-37145.0
006840,AK홀딩스,유가,기타 금융업,지주사업,7740.0,4114.0,31604640.0,2.109999895095825,425700.0,1.350000023841858,780.0,5942830.0,-122.0,-947020.0,-722.0,-5491430.0,-722.0,-5491430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,495620.0,0.0,0.0
027410,BGF,유가,기타 금융업,지주회사,3840.0,67587.0,261104165.0,-0.6499999761581421,10790010.0,4.130000114440918,-3015.0,-11732935.0,2086.0,8167300.0,1229.0,4729635.0,282.0,1056490.0,764.0,2962370.0,560.0,2170525.0,-405.0,-1567270.0,0.0,0.0,28.0,107520.0,0.0,0.0,-300.0,-1164000.0
282330,BGF리테일,유가,종합 소매업,체인화 편의점,148600.0,45289.0,6713200300.0,-1.0700000524520874,2710524000.0,38.70000076293945,3732.0,552746450.0,3758.0,552533700.0,-8950.0,-1321910850.0,592.0,86283700.0,-684.0,-101402450.0,-473.0,-70046100.0,0.0,0.0,-8306.0,-1225064500.0,-79.0,-11681500.0,1436.0,213070300.0,24.0,3560400.0
138930,BNK금융지주,유가,기타 금융업,금융지주회사,15590.0,883129.0,13875678375.0,-1.3300000429153442,2548290370.0,16.790000915527344,-116669.0,-1832805345.0,-282546.0,-4448834960.0,398874.0,6276088225.0,150507.0,2372130455.0,-18495.0,-290189510.0,9779.0,153601155.0,1587.0,24928360.0,232637.0,3656543300.0,22332.0,350796915.0,90.0,1417500.0,251.0,4134580.0
001460,BYC,유가,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",36800.0,2211.0,82002650.0,-2.5199999809265137,3215550.0,3.299999952316284,992.0,36784450.0,-924.0,-34350550.0,-68.0,-2433900.0,224.0,8377700.0,-166.0,-6145700.0,-63.0,-2333200.0,0.0,0.0,0.0,0.0,-63.0,-2332700.0,0.0,0.0,0.0,0.0
001465,BYC우,KOSPI,기타/미분류,기타/미분류,27000.0,2807.0,74986200.0,0.1899999976158142,0.0,0.0,-466.0,-12510950.0,-520.0,-13908850.0,986.0,26419800.0,986.0,26419800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001040,CJ,유가,기타 금융업,지주회사,131000.0,109387.0,14475047600.0,-1.2799999713897705,243709800.0,1.4800000190734863,7573.0,985563550.0,24186.0,3207163050.0,-31940.0,-4216345200.0,4412.0,583512850.0,-924.0,-122023150.0,307.0,40890400.0,0.0,0.0,-15545.0,-2052651850.0,-20188.0,-2665805950.0,194.0,25340400.0,-13.0,-1721800.0
079160,CJ CGV,유가,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",5350.0,210120.0,1130167980.0,-0.9300000071525574,64843000.0,5.739999771118164,-44233.0,-237985395.0,44558.0,239726825.0,-408.0,-2271940.0,-3337.0,-18025780.0,0.0,0.0,0.0,0.0,0.0,0.0,2885.0,15518440.0,44.0,235400.0,500.0,2769800.0,-417.0,-2239290.0
00104K,CJ4우(전환),KOSPI,기타/미분류,기타/미분류,128800.0,2318.0,299028100.0,-0.7699999809265137,78499400.0,26.25,215.0,27675000.0,-4.0,-698800.0,-211.0,-26976200.0,-211.0,-26976200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
