티커,Name,Market,Sector,Industry,종가,거래량,거래대금,등락률,공매도거래대금,공매도비중,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금
095570,AJ네트웍스,유가,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",4285,122726,529533309,-2.06,16876569,3.19,91175.0,393729878.0,-78234.0,-337979803.0,-1416.0,-6071014.0,-883.0,-3785124.0,-533.0,-2285890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9876.0,-42469911.0,-1649.0,-7209150.0
006840,AK홀딩스,유가,기타 금융업,지주사업,6300,21745,139165230,-4.55,3224660,2.32,10436.0,67132170.0,-7930.0,-51225450.0,-3320.0,-21027770.0,-81.0,-470250.0,0.0,0.0,-9.0,-56800.0,0.0,0.0,-3230.0,-20500720.0,0.0,0.0,1165.0,7342800.0,-351.0,-2221750.0
027410,BGF,유가,기타 금융업,지주회사,4150,218627,900701950,-2.35,105911705,11.76,13532.0,55242453.0,-10498.0,-42738214.0,-1752.0,-7188769.0,3415.0,14008465.0,0.0,0.0,-1798.0,-7369169.0,-2150.0,-8828545.0,0.0,0.0,-1219.0,-4999520.0,2000.0,8180000.0,-3282.0,-13495470.0
282330,BGF리테일,유가,종합 소매업,체인화 편의점,117500,187961,22324584300,-2.08,3345703400,14.54,-38930.0,-4633991550.0,61784.0,7349665250.0,-23004.0,-2733228900.0,-9733.0,-1155758800.0,-608.0,-72213650.0,-5013.0,-596556300.0,0.0,0.0,-4487.0,-532725750.0,-3163.0,-375974400.0,110.0,12834400.0,40.0,4720800.0
138930,BNK금융지주,유가,기타 금융업,금융지주회사,17730,671883,12044281550,-2.42,1725195140,12.9,-1399.0,-32950485.0,-32317.0,-587050955.0,30651.0,564892180.0,-35643.0,-641803325.0,-5422.0,-96828285.0,-34661.0,-614667570.0,0.0,0.0,9264.0,172923125.0,97112.0,1745250275.0,3107.0,55845970.0,-42.0,-736710.0
001460,BYC,유가,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",35400,2429,86798850,-4.32,1228100,1.01,1761.0,62812050.0,-801.0,-28649350.0,-874.0,-31072450.0,-167.0,-5897450.0,0.0,150.0,0.0,0.0,0.0,0.0,-707.0,-25175150.0,0.0,0.0,-70.0,-2508500.0,-16.0,-581750.0
001465,BYC우,KOSPI,기타/미분류,기타/미분류,23850,680,16286400,-4.02,621200,3.81,75.0,1792400.0,-51.0,-1220750.0,-1.0,-24250.0,-1.0,-24250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.0,-547400.0
001040,CJ,유가,기타 금융업,지주회사,183500,151450,28232539600,0.27,3117490900,8.82,1814.0,325958100.0,-24588.0,-4610565800.0,20740.0,3903371650.0,-7222.0,-1353117400.0,-1250.0,-225403400.0,33249.0,6206671650.0,379.0,70311900.0,3531.0,669863950.0,-7946.0,-1464773550.0,1189.0,224807100.0,845.0,156428950.0
079160,CJ CGV,유가,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",4585,235811,1091338361,-2.65,185313225,16.98,29059.0,134633002.0,-25606.0,-118579267.0,-6988.0,-32373860.0,-3812.0,-17515115.0,0.0,0.0,-18.0,-90970.0,0.0,0.0,0.0,0.0,-3158.0,-14767775.0,3002.0,13869750.0,533.0,2450375.0
00104K,CJ4우(전환),KOSPI,기타/미분류,기타/미분류,169200,7680,1294684550,0.59,31845200,2.46,-2472.0,-418185300.0,-301.0,-50610350.0,3444.0,582057450.0,3595.0,607453000.0,-151.0,-25395550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-500.0,-84640000.0,-171.0,-28621800.0
000120,CJ대한통운,유가,도로 화물 운송업,"Contract Logistics, 포워딩, 항만하역, 해운, 택배국제특송, SCM Consulting",81400,38487,3168563150,-3.9,381420000,9.09,12900.0,1060351500.0,3024.0,247191350.0,-16049.0,-1317929650.0,-2303.0,-190504400.0,-6503.0,-533932300.0,-1689.0,-138382850.0,0.0,0.0,-3380.0,-275934000.0,-2530.0,-208334600.0,114.0,9499500.0,11.0,887300.0
011150,CJ씨푸드,유가,기타 식품 제조업,"수산물(어묵,맛살)가공품 도매,원양수산업,수출입",2030,92539,190471520,-3.79,424305,0.22,10336.0,21900495.0,6093.0,11917055.0,-16533.0,-34029485.0,33.0,68050.0,0.0,0.0,0.0,0.0,0.0,0.0,-16566.0,-34097535.0,0.0,0.0,0.0,0.0,104.0,211935.0
011155,CJ씨푸드1우,KOSPI,기타/미분류,기타/미분류,9790,40,394520,0.93,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001045,CJ우,KOSPI,기타/미분류,기타/미분류,75300,3114,236092800,-1.18,2259000,0.96,496.0,37451800.0,-486.0,-36801000.0,-3.0,-115700.0,-3.0,-115700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-384400.0,-2.0,-150700.0
097950,CJ제일제당,유가,기타 식품 제조업,"설탕,소맥분,조미식품,육가공식품(돈육,돼지비계,돼지식용설육),대두가공식품,사료,의약품,생활화학제품 제조,도매,무역/통신판매",192900,77673,15033737200,-2.23,2686602800,13.81,25497.0,4942328950.0,-17118.0,-3322196950.0,-8887.0,-1718890600.0,-5686.0,-1104407600.0,-1067.0,-204997050.0,-279.0,-53848300.0,0.0,0.0,-1680.0,-321617750.0,-175.0,-34034000.0,409.0,79617300.0,99.0,19141300.0
097955,CJ제일제당 우,KOSPI,기타/미분류,기타/미분류,121200,6292,766206900,-1.94,19498700,2.54,1560.0,190111200.0,-1522.0,-185526200.0,-10.0,-1160800.0,-10.0,-1160800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,244700.0,-30.0,-3668900.0
000480,시알홀딩스,유가,"내화, 비내화 요업제품 제조업","내화연와(정형,부정형,S/N,CCN),단열벽돌,스라이딩노즐,연주용 특수내화물 제조",4755,38885,187029165,-2.66,477240,0.26,-6836.0,-32797140.0,4790.0,22971655.0,1875.0,9000010.0,1875.0,9000010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,494190.0,69.0,331285.0
000590,CS홀딩스,유가,기타 금융업,"브랜드 수익, 자회사 배당",75300,1153,84207100,0.4,298400,0.35,-228.0,-16554600.0,472.0,34253300.0,-242.0,-17551700.0,-100.0,-7269800.0,0.0,0.0,0.0,0.0,0.0,0.0,-142.0,-10281900.0,0.0,0.0,0.0,0.0,-2.0,-147000.0
012030,DB,유가,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리",1885,530549,1006363167,-1.1,25100975,2.49,20033.0,35946007.0,-16070.0,-28446164.0,-2837.0,-5353508.0,-2924.0,-5517503.0,0.0,0.0,87.0,163995.0,0.0,0.0,0.0,0.0,0.0,0.0,-1400.0,-2675035.0,274.0,528700.0
005830,DB손해보험,유가,보험업,"자동차보험,화재보험,해상보험,특종보험,장기보험",149900,151088,22806574650,-1.06,5052213800,21.03,-9300.0,-1414555250.0,11362.0,1699545550.0,-9403.0,-1395524700.0,-1237.0,-189060300.0,712.0,110463750.0,-9760.0,-1467667100.0,0.0,0.0,1472.0,239713550.0,-590.0,-88976200.0,7696.0,1163848200.0,-355.0,-53313800.0
