날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-06-18,-768222503858,-93784892659,-415616109847,1277623506364,0,KOSPI
2026-06-18,-265909075986,5245120640,384162819584,-123498864238,0,KOSDAQ
