날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-03-25,2322962665451,306746377344,-1340225271395,-1289483771400,0,KOSPI
2026-03-25,22363950571,-13559013981,-382053567571,373248630981,0,KOSDAQ
