날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-07-01,-69989140851,35871513402,1736962309714,-1702844682265,0,KOSPI
2026-07-01,-125545482933,-13435396581,-108195172562,247176052076,0,KOSDAQ
