Sector,거래량,거래대금,공매도거래대금,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금,종목수
1차 비철금속 제조업,71626625,389711192395,59808748668,-118852.0,63741926210.0,-18852.0,-37980827767.0,14458.0,-31551106689.0,39628.0,-8247775873.0,9024.0,-2391397246.0,-61858.0,-10515277237.0,4338.0,687907900.0,12805.0,-9387061497.0,10951.0,-1654866686.0,130304.0,5612653409.0,-7058.0,177354837.0,23
1차 철강 제조업,12742472,186868465562,15540722368,1225814.0,21546787931.0,-903487.0,-5790039648.0,-401752.0,-15671055313.0,9227.0,579100197.0,-22196.0,-1984778963.0,-28415.0,-6487967290.0,-2114.0,2925520.0,-285806.0,-8262691237.0,-54684.0,1038222345.0,53071.0,-115526615.0,26354.0,29833645.0,59
가구 제조업,662583,3555063792,151560840,36907.0,693543397.0,16337.0,-82805986.0,-54506.0,-630822295.0,-1287.0,-16480870.0,-11328.0,-135345930.0,-791.0,-9415765.0,-18.0,-782200.0,-41084.0,-468757760.0,2.0,-39770.0,2575.0,15130560.0,-1313.0,4954324.0,9
가전제품 및 정보통신장비 소매업,96851,779010375,10141890,-5077.0,-44930530.0,-8104.0,-63717885.0,13416.0,110494765.0,-2468.0,-20285375.0,-5.0,-37060.0,16393.0,134546620.0,0.0,0.0,-504.0,-3729420.0,0.0,0.0,-91.0,-682450.0,-144.0,-1163900.0,2
가정용 기기 제조업,597990,13405643680,551985192,68088.0,1966380489.0,-71330.0,-1745663183.0,3464.0,-161415861.0,7764.0,76029639.0,-56.0,-3127800.0,-688.0,-37239900.0,0.0,0.0,-2323.0,-129053350.0,-1234.0,-68045750.0,-262.0,-66316125.0,40.0,7014680.0,8
"가죽, 가방 및 유사제품 제조업",439306,4841748830,94906170,42579.0,457934705.0,2806.0,30755985.0,-47845.0,-545756610.0,-457.0,-19803100.0,-4536.0,-54442130.0,-4610.0,-54846460.0,-52.0,-2766900.0,-33062.0,-369515550.0,-5128.0,-44382470.0,3290.0,66519020.0,-830.0,-9453100.0,5
개인 및 가정용품 수리업,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
개인 및 가정용품 임대업,16715,387566375,25902150,6364.0,147641775.0,1193.0,27255400.0,-6588.0,-152506225.0,-49.0,-1323950.0,-33.0,-759950.0,-8098.0,-187395475.0,0.0,0.0,1588.0,36880200.0,4.0,92950.0,-971.0,-22437500.0,2.0,46550.0,1
건물 건설업,3908404,30753196919,1685042631,89948.0,-565550744.0,305321.0,3668218936.0,-421881.0,-3661242016.0,-107298.0,-639015749.0,-9291.0,-151115788.0,-22399.0,-558121935.0,-1385.0,-3752798.0,-266269.0,-2071101526.0,-15571.0,-239571600.0,14396.0,544747534.0,12216.0,13826290.0,24
건물설비 설치 공사업,117975,1207867072,371820,31298.0,420150407.0,-27132.0,-380806492.0,-7893.0,-102547630.0,-1623.0,-7848440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6270.0,-94699190.0,3559.0,58729615.0,168.0,4474100.0,2
"건축기술, 엔지니어링 및 관련 기술 서비스업",7464274,183833944649,8339351689,699863.0,-11701025698.0,-593803.0,14239137121.0,-154016.0,-3404713010.0,-42803.0,-999101720.0,-6397.0,-403462330.0,-1806.0,-22162965.0,0.0,0.0,-98647.0,-2892128275.0,-4363.0,912142280.0,35297.0,814051761.0,12659.0,52549826.0,16
"건축자재, 철물 및 난방장치 도매업",387762,648036588,11550143,163208.0,273446695.0,-146406.0,-245528270.0,-16902.0,-28084525.0,-447.0,-745149.0,0.0,0.0,0.0,0.0,0.0,0.0,-16455.0,-27339376.0,0.0,0.0,0.0,0.0,100.0,166100.0,1
