날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-01-06,-66435136390,88551743328,596306968273,-618423575211,0,KOSPI
2026-01-06,-30081892691,-16351209640,381343917961,-334910815630,0,KOSDAQ
