티커,Name,Market,Sector,Industry,종가,거래량,거래대금,등락률,공매도거래대금,공매도비중,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금,시장,업종,주요제품
095570,AJ네트웍스,유가,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",5040.0,144754.0,729008445.0,1.41,24762190.0,3.4,-58887.0,-296305920.0,58343.0,293555520.0,-305.0,-1537050.0,-267.0,-1345530.0,0.0,0.0,7.0,35280.0,0.0,0.0,0.0,0.0,-45.0,-226800.0,0.0,0.0,849.0,4287450.0,0.0,0.0,0.0
006840,AK홀딩스,유가,기타 금융업,지주사업,7830.0,5816.0,45589435.0,-0.25,5885610.0,12.91,2883.0,22601680.0,-2141.0,-16785320.0,-647.0,-5068710.0,-649.0,-5084390.0,0.0,0.0,2.0,15680.0,0.0,0.0,0.0,0.0,0.0,0.0,-95.0,-747650.0,0.0,0.0,0.0,0.0,0.0
027410,BGF,유가,기타 금융업,지주회사,4275.0,140983.0,602156880.0,-1.27,50374310.0,8.37,19914.0,84979948.0,-21099.0,-90065946.0,2534.0,10956533.0,-307.0,-1217410.0,0.0,0.0,14.0,59745.0,-1302.0,-5566337.0,4218.0,18061010.0,-89.0,-380475.0,-1349.0,-5870535.0,0.0,0.0,0.0,0.0,0.0
282330,BGF리테일,유가,종합 소매업,체인화 편의점,121400.0,31024.0,3782457450.0,-0.25,747053400.0,18.82,2247.0,272300700.0,-13634.0,-1663551700.0,11390.0,1391624400.0,8546.0,1044028050.0,-68.0,-8256850.0,72.0,8775850.0,0.0,0.0,2861.0,349573450.0,-21.0,-2496100.0,-3.0,-373400.0,0.0,0.0,0.0,0.0,0.0
138930,BNK금융지주,유가,기타 금융업,금융지주회사,18760.0,1757922.0,33027459705.0,1.52,2782978175.0,8.13,51707.0,963880210.0,-317311.0,-5956473305.0,268229.0,5042203815.0,205114.0,3855818400.0,-4314.0,-81048660.0,13446.0,253017080.0,0.0,0.0,16358.0,306940255.0,9966.0,187607015.0,-2631.0,-49723200.0,6.0,112480.0,0.0,0.0,0.0
001460,BYC,유가,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",44450.0,5851.0,262308300.0,-1.22,19190300.0,4.89,-1866.0,-84035600.0,472.0,21470600.0,1395.0,62609600.0,-136.0,-6138800.0,0.0,0.0,1535.0,68926200.0,0.0,0.0,0.0,0.0,-4.0,-177800.0,0.0,0.0,-1.0,-44600.0,0.0,0.0,0.0
001465,BYC우,KOSPI,기타/미분류,기타/미분류,26700.0,1282.0,33841050.0,-0.37,1134050.0,3.35,67.0,1785550.0,-67.0,-1786000.0,0.0,450.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001040,CJ,유가,기타 금융업,지주회사,200000.0,207664.0,41400739000.0,3.63,4819479950.0,9.26,25166.0,5055461550.0,-42322.0,-8508318000.0,17859.0,3590751250.0,6642.0,1279641850.0,-127.0,-25867200.0,1105.0,233422500.0,0.0,0.0,4607.0,942398350.0,4439.0,925566800.0,-566.0,-110318100.0,-137.0,-27576700.0,0.0,0.0,0.0
079160,CJ CGV,유가,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",4955.0,387781.0,1929689683.0,-0.9,206183240.0,10.68,156896.0,781101598.0,-94518.0,-471227993.0,-62456.0,-310261385.0,-7108.0,-35596561.0,0.0,0.0,16.0,79240.0,0.0,0.0,-55263.0,-274243609.0,-101.0,-500455.0,0.0,0.0,78.0,387780.0,0.0,0.0,0.0
00104K,CJ4우(전환),KOSPI,기타/미분류,기타/미분류,174500.0,11214.0,1919160100.0,4.43,26835000.0,1.4,-2822.0,-480761500.0,-2206.0,-380525400.0,5028.0,861286900.0,3301.0,569704900.0,-4.0,-686200.0,0.0,0.0,0.0,0.0,0.0,0.0,1731.0,292268200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
