날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-01-21,321674652597,235469655806,-996543774982,439399466579,0,KOSPI
2026-01-21,-661131001819,-32999789237,955314541752,-261183750696,0,KOSDAQ
