corp_code,corp_name,stock_code,corp_cls,report_nm,rcept_no,flr_nm,rcept_dt,rm
00220109,알파AI,043100,K,사업보고서제출기한연장신고서 (2025.12),20260323001655,알파AI,20260324,
01227039,파라택시스코리아,288330,K,사업보고서제출기한연장신고서 (2025.12),20260323001663,파라택시스코리아,20260324,
00117267,동양생명,082640,Y,사외이사의선임ㆍ해임또는중도퇴임에관한신고,20260323001669,동양생명,20260324,
00112378,KR모터스,000040,Y,주요사항보고서(전환사채권발행결정),20260323001671,KR모터스,20260324,정
00112378,KR모터스,000040,Y,주요사항보고서(전환사채권발행결정),20260323001674,KR모터스,20260324,정
00260569,유니셈,036200,K,사외이사의선임ㆍ해임또는중도퇴임에관한신고,20260323001688,유니셈,20260324,
00916826,드림씨아이에스,223250,K,[기재정정]주주총회소집공고,20260323001696,드림씨아이에스,20260324,
01442115,소마젠,950200,K,[기재정정]주주총회소집공고,20260323001705,소마젠,20260324,
01170962,GRT,900290,K,[기재정정]주요사항보고서(유상증자결정),20260323001729,GRT,20260324,정
01182550,EDGC,245620,K,사업보고서제출기한연장신고서 (2025.12),20260323001730,EDGC,20260324,
00624749,에스피시스템스,317830,K,[기재정정]주주총회소집공고,20260323001732,에스피시스템스,20260324,
00463342,폴라리스AI파마,041910,K,사외이사의선임ㆍ해임또는중도퇴임에관한신고,20260323001733,폴라리스AI파마,20260324,
01170962,GRT,900290,K,[기재정정]주요사항보고서(유상증자결정),20260323001737,GRT,20260324,정
00288343,삼영이엔씨,065570,K,사업보고서 (2025.12),20260324000001,삼영이엔씨,20260324,
00995993,DXVX,180400,K,사업보고서 (2025.12),20260324000002,DXVX,20260324,연
00384717,비엘팜텍,065170,K,사업보고서 (2025.12),20260324000004,비엘팜텍,20260324,연
00428729,대호에이엘,069460,Y,사업보고서 (2025.12),20260324000005,대호에이엘,20260324,연
01181515,엘앤씨바이오,290650,K,사업보고서 (2025.12),20260324000006,엘앤씨바이오,20260324,연
