날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-05-21,2900833284774,-4283352931,-2675362676372,-221187255471,0,KOSPI
2026-05-21,139073402555,-24788378599,-250893160683,136608136727,0,KOSDAQ
