날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-01-14,588711206610,225028447580,-437732748184,-376006906006,0,KOSPI
2026-01-14,-156827799928,606975565,419411041315,-263190216952,0,KOSDAQ
