날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-08-05,-283756507370,21784531051,-1184395808956,1446367785275,0,KOSPI
2026-08-05,-110071169528,13804176884,394142191390,-297875198746,0,KOSDAQ
