티커,Name,Market,Sector,Industry,종가,거래량,거래대금,등락률,공매도거래대금,공매도비중,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금,시장,업종,주요제품
095570,AJ네트웍스,유가,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",5070.0,172070.0,871561440.0,-1.17,2009740.0,0.23,51642.0,260199440.0,-873.0,-3455790.0,-54050.0,-273313700.0,66.0,334370.0,-131.0,-663570.0,-53996.0,-273041150.0,0.0,0.0,84.0,425880.0,-73.0,-369230.0,3118.0,15739470.0,163.0,830580.0,0.0,0.0,0.0
006840,AK홀딩스,유가,기타 금융업,지주사업,8520.0,4654.0,39310550.0,0.47,831270.0,2.11,-810.0,-6858490.0,32.0,248680.0,764.0,6491930.0,-44.0,-370670.0,0.0,0.0,448.0,3820350.0,0.0,0.0,360.0,3042250.0,0.0,0.0,0.0,0.0,14.0,117880.0,0.0,0.0,0.0
027410,BGF,유가,기타 금융업,지주회사,4885.0,571285.0,2841329067.0,-4.78,11510015.0,0.41,-19445.0,-99123287.0,34869.0,177309887.0,-19595.0,-98818480.0,-2557.0,-13473330.0,0.0,0.0,3.0,14655.0,-1064.0,-5331105.0,-15977.0,-80028700.0,0.0,0.0,4160.0,20539010.0,11.0,92870.0,0.0,0.0,0.0
282330,BGF리테일,유가,종합 소매업,체인화 편의점,127300.0,67526.0,8565584650.0,-2.9,765731900.0,7.74,-12306.0,-1560921750.0,17007.0,2152478650.0,-1697.0,-210376100.0,1125.0,144148200.0,-2105.0,-266000600.0,-2939.0,-370464150.0,0.0,0.0,2792.0,353697300.0,-479.0,-60184550.0,-3585.0,-454814800.0,581.0,73634000.0,0.0,0.0,0.0
138930,BNK금융지주,유가,기타 금융업,금융지주회사,18470.0,887636.0,16381241845.0,0.11,1174485040.0,6.65,-45584.0,-845458870.0,-42495.0,-775221780.0,79993.0,1472886000.0,-44378.0,-820047230.0,-2949.0,-54297305.0,58462.0,1078848310.0,0.0,0.0,-69118.0,-1274812680.0,28348.0,522888195.0,7875.0,143904930.0,211.0,3889720.0,0.0,0.0,0.0
001460,BYC,유가,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",48450.0,1356.0,64700000.0,1.57,7859750.0,7.76,-220.0,-10470000.0,-313.0,-15088750.0,515.0,24705350.0,4.0,180900.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,532950.0,500.0,23991500.0,0.0,0.0,18.0,853400.0,0.0,0.0,0.0
001465,BYC우,KOSPI,기타/미분류,기타/미분류,30950.0,241.0,7410800.0,0.65,396950.0,5.36,15.0,458425.0,-15.0,-458500.0,0.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001040,CJ,유가,기타 금융업,지주회사,203000.0,80694.0,16354823650.0,-0.98,4721864500.0,27.13,-1047.0,-208981050.0,5004.0,1011915300.0,-4560.0,-925892250.0,-6431.0,-1309048900.0,-2604.0,-525322500.0,-306.0,-58887250.0,0.0,0.0,-224.0,-47359250.0,4883.0,989990150.0,592.0,120721500.0,11.0,2236500.0,0.0,0.0,0.0
079160,CJ CGV,유가,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",4800.0,320117.0,1525876796.0,1.48,152038200.0,9.96,-31920.0,-150672921.0,10287.0,46539247.0,21068.0,101455724.0,-291.0,-1376020.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,1468800.0,21053.0,101362944.0,0.0,0.0,565.0,2677950.0,0.0,0.0,0.0
00104K,CJ4우(전환),KOSPI,기타/미분류,기타/미분류,173500.0,4637.0,797040500.0,-0.57,1882000.0,0.24,95.0,14580800.0,-1732.0,-297251000.0,1621.0,279932900.0,1665.0,287448900.0,0.0,0.0,0.0,0.0,0.0,0.0,-73.0,-12527600.0,29.0,5012500.0,10.0,1709800.0,6.0,1027500.0,0.0,0.0,0.0
000120,CJ대한통운,유가,도로 화물 운송업,"Contract Logistics, 포워딩, 항만하역, 해운, 택배국제특송, SCM Consulting",103100.0,74288.0,7688312950.0,-3.46,1116323700.0,13.16,11924.0,1228675600.0,7953.0,816581200.0,-19997.0,-2057541600.0,-2580.0,-269939400.0,-938.0,-96510550.0,5457.0,563551800.0,0.0,0.0,-20056.0,-2059652750.0,-2180.0,-225713200.0,111.0,11396600.0,9.0,888200.0,0.0,0.0,0.0
011150,CJ씨푸드,유가,기타 식품 제조업,"수산물(어묵,맛살)가공품 도매,원양수산업,수출입",2685.0,150286.0,406064075.0,-1.47,3049640.0,0.75,-30641.0,-82838270.0,29887.0,80793655.0,7.0,18795.0,7.0,18795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.0,2025820.0,0.0,0.0,0.0
011155,CJ씨푸드1우,KOSPI,기타/미분류,기타/미분류,12910.0,331.0,4238560.0,-0.54,0.0,0.0,-1.0,-10750.0,1.0,12910.0,0.0,-2160.0,0.0,-2160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001045,CJ우,KOSPI,기타/미분류,기타/미분류,85400.0,3392.0,286545100.0,-0.58,3736800.0,1.3,1405.0,118951750.0,-1417.0,-119985150.0,0.0,22900.0,0.0,22900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,926300.0,1.0,84200.0,0.0,0.0,0.0
097950,CJ제일제당,유가,기타 식품 제조업,"설탕,소맥분,조미식품,육가공식품(돈육,돼지비계,돼지식용설육),대두가공식품,사료,의약품,생활화학제품 제조,도매,무역/통신판매",240500.0,88662.0,21314100000.0,0.84,1498361000.0,5.2,-49080.0,-11803499250.0,31611.0,7591993500.0,18464.0,4450880250.0,-2802.0,-673409000.0,-26.0,-6091250.0,277.0,66774000.0,0.0,0.0,17635.0,4249861250.0,3381.0,813984250.0,-931.0,-224003000.0,-64.0,-15371500.0,0.0,0.0,0.0
097955,CJ제일제당 우,KOSPI,기타/미분류,기타/미분류,137100.0,3098.0,423614000.0,0.0,32178400.0,7.6,-92.0,-12596900.0,132.0,18058500.0,-16.0,-2180000.0,3.0,417900.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.0,-2597800.0,0.0,0.0,15.0,2053500.0,-39.0,-5335100.0,0.0,0.0,0.0
000480,시알홀딩스,유가,"내화, 비내화 요업제품 제조업","내화연와(정형,부정형,S/N,CCN),단열벽돌,스라이딩노즐,연주용 특수내화물 제조",5040.0,45636.0,229757165.0,0.2,1962380.0,0.85,-22458.0,-113241330.0,10658.0,53694690.0,11684.0,58962680.0,-379.0,-1940620.0,0.0,0.0,0.0,0.0,0.0,0.0,12063.0,60903300.0,0.0,0.0,100.0,503000.0,16.0,80960.0,0.0,0.0,0.0
000590,CS홀딩스,유가,기타 금융업,"브랜드 수익, 자회사 배당",77700.0,159.0,12265000.0,0.91,77700.0,0.63,-54.0,-4161800.0,15.0,1153500.0,39.0,3008300.0,39.0,3008300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
012030,DB,유가,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리",1670.0,454627.0,756926487.0,-0.06,18819622.0,2.49,120644.0,200959624.0,-4549.0,-7579427.0,-117374.0,-195506286.0,-117746.0,-196127526.0,0.0,0.0,0.0,0.0,0.0,0.0,372.0,621240.0,0.0,0.0,1003.0,1666986.0,276.0,459103.0,0.0,0.0,0.0
005830,DB손해보험,유가,보험업,"자동차보험,화재보험,해상보험,특종보험,장기보험",167200.0,131144.0,21745692350.0,-1.24,3330490900.0,14.78,3199.0,524254150.0,2124.0,357045900.0,-5340.0,-884127950.0,4060.0,671368700.0,-1680.0,-279202550.0,-210.0,-32148750.0,0.0,0.0,-8287.0,-1373517050.0,777.0,129372500.0,-3.0,-482300.0,20.0,3310200.0,0.0,0.0,0.0
016610,DB증권,유가,금융 지원 서비스업,"유가증권,위탁매매,인수,자기매매",12840.0,83547.0,1078547310.0,-2.8,22969010.0,1.85,35072.0,449648050.0,-16004.0,-205185020.0,-19086.0,-244695300.0,824.0,10713260.0,0.0,0.0,3.0,38510.0,0.0,0.0,-9731.0,-124862900.0,-10182.0,-130584170.0,9.0,115530.0,9.0,116740.0,0.0,0.0,0.0
000990,DB하이텍,유가,반도체 제조업,반도체 제조,96500.0,273350.0,26110034450.0,1.79,2954881600.0,8.75,57063.0,5440748000.0,-29195.0,-2792483200.0,-27585.0,-2621882600.0,-2798.0,-274461600.0,-4.0,-384900.0,-12477.0,-1179198000.0,0.0,0.0,-15265.0,-1450798150.0,2959.0,282959350.0,180.0,17186100.0,-463.0,-43568300.0,0.0,0.0,0.0
000300,DH오토넥스,유가,자동차 신품 부품 제조업,"유,무선 통신장비",4200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
