Sector,거래량,거래대금,공매도거래대금,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금,종목수
1차 비철금속 제조업,98223814,927244924932,6470002064,-1063420.0,-51089762202.0,688785.0,-481450904664.0,13867.0,18771470863.0,57350.0,20776048501.0,600.0,-280658850.0,-107063.0,-8162048871.0,0.0,0.0,62881.0,4197746725.0,100.0,2240461958.0,297423.0,513849761093.0,63345.0,-80565090.0,23
1차 철강 제조업,56907458,563462312803,21855886322,558129.0,-75337823455.0,-568770.0,38712936560.0,17579.0,37528803677.0,300518.0,38419053529.0,-17544.0,-830422240.0,-189282.0,-3330975645.0,5888.0,64656685.0,49098.0,6010593782.0,-129988.0,-2746042409.0,-5834.0,-823146404.0,-1104.0,-80770378.0,59
가구 제조업,450550,1564460984,23161398,-82711.0,-218904650.0,88738.0,303227143.0,-8876.0,-93947353.0,-759.0,-7573025.0,-407.0,-4432100.0,-68.0,-738070.0,64.0,2451850.0,-7550.0,-82464820.0,-156.0,-1191188.0,174.0,10962602.0,2675.0,-1337742.0,9
가전제품 및 정보통신장비 소매업,23440,169287475,4515290,1793.0,12651790.0,-2153.0,-15072460.0,73.0,584020.0,105.0,832290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.0,-248270.0,287.0,1836650.0,0.0,0.0,2
가정용 기기 제조업,755999,12597054650,801270683,-103942.0,-4817461476.0,61192.0,2499994817.0,41872.0,2331057499.0,42429.0,2361902249.0,-230.0,-14750200.0,-1098.0,-72242700.0,0.0,0.0,-655.0,-42406500.0,1426.0,98554650.0,-345.0,-15916740.0,1223.0,2325900.0,8
"가죽, 가방 및 유사제품 제조업",328082,2892435065,134471530,-10849.0,-18201090.0,58296.0,534210455.0,-47554.0,-530370895.0,-1122.0,-23376680.0,-6582.0,-74771900.0,-5178.0,-57721375.0,95.0,5737700.0,-12717.0,-129554100.0,-22050.0,-250684540.0,110.0,14173720.0,-3.0,187810.0,5
개인 및 가정용품 수리업,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
개인 및 가정용품 임대업,6933,161755050,29941800,2634.0,61341825.0,1.0,31150.0,-3017.0,-70366025.0,-419.0,-9791300.0,-206.0,-4809550.0,-76.0,-1772300.0,0.0,0.0,-2286.0,-53291875.0,-30.0,-701000.0,382.0,8993050.0,0.0,0.0,1
건물 건설업,117000579,2654387873315,44249105497,-13473853.0,-277447443604.0,10697382.0,219582901037.0,2267904.0,46214594518.0,1704378.0,39660273157.0,61826.0,1057931240.0,173754.0,3241401860.0,5620.0,16412280.0,-214340.0,-8698803860.0,541862.0,11126476941.0,552306.0,12303059928.0,-43739.0,-653111879.0,24
건물설비 설치 공사업,69497,1006550945,2179930,-7792.0,-165491545.0,7509.0,165540300.0,-36.0,-1244985.0,20.0,-320715.0,-46.0,-885320.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,-38950.0,322.0,1253730.0,-3.0,-57500.0,2
