날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-04-08,2726770394776,780471468244,-5416119637615,1908877774595,0,KOSPI
2026-04-08,372923014451,-29285465287,-583336206747,239698657583,0,KOSDAQ
