티커,Name,Market,Sector,Industry,종가,거래량,거래대금,등락률,공매도거래대금,공매도비중,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금,시장,업종,주요제품
095570,AJ네트웍스,유가,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",5390.0,440611.0,2385513140.0,-1.28,2308360.0,0.1,-78126.0,-424829990.0,73988.0,401648150.0,10893.0,59483350.0,20391.0,110730650.0,0.0,0.0,-10.0,-54460.0,0.0,0.0,-9419.0,-50820930.0,-69.0,-371910.0,-8804.0,-47401090.0,2049.0,11099580.0,0.0,0.0,0.0
006840,AK홀딩스,유가,기타 금융업,지주사업,7780.0,17514.0,134897150.0,1.57,1011890.0,0.75,-6167.0,-47434815.0,8904.0,68482770.0,-2820.0,-21695095.0,716.0,5511530.0,0.0,0.0,-5.0,-38685.0,0.0,0.0,-3531.0,-27167940.0,0.0,0.0,83.0,647140.0,0.0,0.0,0.0,0.0,0.0
027410,BGF,유가,기타 금융업,지주회사,4105.0,225743.0,921495110.0,2.24,8909935.0,0.97,-68218.0,-278317172.0,64348.0,262478325.0,1896.0,7788107.0,-5873.0,-23926750.0,-6.0,-24600.0,-29.0,-118110.0,4509.0,18411212.0,3416.0,13943060.0,-121.0,-496705.0,2000.0,8155000.0,-26.0,-104260.0,0.0,0.0,0.0
282330,BGF리테일,유가,종합 소매업,체인화 편의점,123300.0,70397.0,8666849150.0,1.07,759872100.0,8.46,-11324.0,-1398932900.0,11160.0,1378319900.0,1793.0,221801400.0,2290.0,283206250.0,-611.0,-75453450.0,7.0,842900.0,0.0,0.0,121.0,14998800.0,77.0,9490800.0,-1629.0,-201188400.0,0.0,0.0,0.0,0.0,0.0
138930,BNK금융지주,유가,기타 금융업,금융지주회사,17820.0,1172365.0,20768184470.0,1.83,2583797015.0,11.13,-104186.0,-1855574600.0,-231358.0,-4094675460.0,347943.0,6169934800.0,116548.0,2068967615.0,-7358.0,-130571505.0,156918.0,2781846650.0,0.0,0.0,64770.0,1147663795.0,13286.0,235631005.0,-12655.0,-224186570.0,256.0,4501830.0,0.0,0.0,0.0
001460,BYC,유가,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",48950.0,13014.0,615111650.0,10.12,338350.0,0.04,886.0,41673850.0,-233.0,-11556850.0,-1290.0,-60668200.0,-99.0,-4580500.0,0.0,0.0,-1141.0,-53747050.0,0.0,0.0,0.0,0.0,-50.0,-2340650.0,581.0,27859800.0,56.0,2691400.0,0.0,0.0,0.0
001465,BYC우,KOSPI,기타/미분류,기타/미분류,25800.0,3687.0,94082625.0,3.41,0.0,0.0,364.0,9257250.0,-138.0,-3484550.0,-176.0,-4491850.0,-176.0,-4491850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,-1026000.0,-10.0,-254850.0,0.0,0.0,0.0
001040,CJ,유가,기타 금융업,지주회사,208500.0,196306.0,40398197800.0,-1.65,4584387500.0,9.34,1819.0,346161050.0,-2994.0,-632235800.0,1394.0,317172750.0,-8453.0,-1711524000.0,-1636.0,-336060000.0,483.0,107599500.0,-4.0,-830500.0,2696.0,531067750.0,8291.0,1723470500.0,-82.0,-3799000.0,-137.0,-27299000.0,0.0,0.0,0.0
079160,CJ CGV,유가,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",5850.0,1183356.0,6946987040.0,-2.17,250211015.0,3.6,376255.0,2178869720.0,-327199.0,-1900004010.0,-54188.0,-309110860.0,2244.0,19971880.0,-11.0,-63985.0,243.0,1421550.0,0.0,0.0,-56229.0,-327897645.0,-435.0,-2542660.0,2800.0,16726280.0,2332.0,13518870.0,0.0,0.0,0.0
00104K,CJ4우(전환),KOSPI,기타/미분류,기타/미분류,172100.0,8953.0,1528238700.0,-1.6,15743200.0,1.03,449.0,75059200.0,1476.0,252769900.0,-1962.0,-334105900.0,-1783.0,-303443400.0,-28.0,-4815200.0,-151.0,-25847300.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,6276800.0,0.0,0.0,0.0,0.0,0.0
