날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-02-04,1783625006319,169515795548,-1011873695979,-941267105888,0,KOSPI
2026-02-04,-151481610851,-93319474747,239895434822,4905650776,0,KOSDAQ
