날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2025-12-29,-313274790525,-86495458770,66112377803,333657871492,0,KOSPI
2025-12-29,-178397826773,-94749605155,187714566585,85432865343,0,KOSDAQ
