Sector,거래량,거래대금,공매도거래대금,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금,종목수
1차 비철금속 제조업,188756593,499741750224,6906503801,-254011.0,-54896184864.0,-38462.0,23222826902.0,322545.0,31586902610.0,-9192.0,3848826362.0,13986.0,1119764850.0,33143.0,3770523745.0,28.0,6683350.0,118095.0,5691950649.0,166690.0,17177047554.0,-61689.0,129400284.0,31617.0,-42944932.0,23
1차 철강 제조업,14121448,188524253942,8813996871,-643262.0,-20792172261.0,901499.0,25495677810.0,-179469.0,5647371926.0,-133399.0,-888862961.0,-4242.0,188246535.0,13559.0,2806934385.0,-1973.0,-68668630.0,-37512.0,3615535465.0,-15902.0,-5810468.0,-39026.0,-10113462403.0,-39742.0,-237415072.0,59
가구 제조업,728928,3283631729,149172584,-13177.0,-10221966.0,29046.0,-179475585.0,-34288.0,-42723425.0,-32409.0,-21894769.0,1226.0,17232790.0,187.0,3102288.0,0.0,0.0,-3045.0,-37835710.0,-247.0,-3328024.0,18041.0,232404711.0,378.0,16265.0,9
가전제품 및 정보통신장비 소매업,23907,183604845,8050610,-807.0,-6490585.0,936.0,7469795.0,2.0,17740.0,-9.0,-68310.0,0.0,0.0,-6.0,-45540.0,0.0,0.0,0.0,0.0,17.0,131590.0,-131.0,-996950.0,0.0,0.0,2
가정용 기기 제조업,706402,17105647635,591892625,-43519.0,-1935250619.0,43510.0,2033368966.0,1044.0,-81141945.0,-6315.0,-127909520.0,-433.0,-23892800.0,-1060.0,-58511150.0,0.0,0.0,-3.0,-165700.0,8855.0,129337225.0,-859.0,309798.0,-176.0,-17286200.0,8
"가죽, 가방 및 유사제품 제조업",1255814,12199541730,51813010,-64549.0,-856673190.0,2401.0,33701670.0,67088.0,876020730.0,20637.0,275250480.0,-8959.0,-116650800.0,4890.0,64355370.0,129.0,2068135.0,48172.0,623184205.0,1938.0,24146260.0,-6973.0,-70605470.0,2033.0,17556260.0,5
개인 및 가정용품 수리업,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
개인 및 가정용품 임대업,30151,733857125,72152300,21294.0,517960975.0,-14142.0,-345242825.0,-7356.0,-177674400.0,-102.0,-2453250.0,-516.0,-12507000.0,290.0,7105225.0,0.0,0.0,-6978.0,-168638625.0,-50.0,-1180750.0,203.0,4931900.0,1.0,24350.0,1
건물 건설업,2987148,23897886247,1127363026,187475.0,607200443.0,-147503.0,-679197478.0,-12209.0,212555353.0,-12696.0,135102089.0,-4946.0,-11151015.0,3493.0,51621070.0,-896.0,-32142610.0,16468.0,324540675.0,-13632.0,-255414856.0,-35137.0,-175438367.0,7374.0,34880049.0,24
건물설비 설치 공사업,86588,859865360,2348640,22940.0,297972155.0,-27825.0,-362487070.0,1978.0,27006710.0,15.0,232870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963.0,26773840.0,2897.0,37370905.0,10.0,137300.0,2
"건축기술, 엔지니어링 및 관련 기술 서비스업",26643650,836398539725,6003538319,2408619.0,101015285088.0,-185216.0,-23658150816.0,-687996.0,-25850927384.0,-129411.0,-4671975329.0,-16475.0,-398791900.0,-7465.0,-240817815.0,-4994.0,-202844125.0,-9248.0,-642960025.0,-100977.0,-3792702915.0,-1572387.0,-52550080298.0,36980.0,1043873410.0,16
"건축자재, 철물 및 난방장치 도매업",500336,813247978,3971477,-221598.0,-363323697.0,224043.0,367136564.0,12.0,11032.0,-40.0,-66520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,77552.0,331.0,516767.0,-2788.0,-4340666.0,1
"경비, 경호 및 탐정업",55743,4082772400,572568000,32764.0,2397687650.0,-8459.0,-619698700.0,-24453.0,-1788862250.0,-763.0,-58020350.0,-992.0,-72458150.0,-439.0,-32078550.0,0.0,0.0,-22046.0,-1610632200.0,-213.0,-15673900.0,148.0,10873300.0,0.0,0.0,1
고무제품 제조업,832723,12969566649,1185815480,-90753.0,-1230604750.0,133628.0,3586138002.0,-65906.0,-2475843820.0,4459.0,190562040.0,-2328.0,-210760460.0,-10337.0,-390783770.0,-114.0,-4726660.0,-29546.0,-1704392550.0,-28002.0,-353570920.0,21996.0,113309368.0,1035.0,7001200.0,8
"곡물가공품, 전분 및 전분제품 제조업",697018,1658333549,69540141,64987.0,273862111.0,-118538.0,-374736701.0,1839.0,-3531029.0,-1698.0,-15471856.0,0.0,0.0,0.0,3574.0,1732.0,7462513.0,0.0,0.0,1805.0,4474740.0,52027.0,105300193.0,-315.0,-894574.0,7
"골판지, 종이 상자 및 종이용기 제조업",992505,3855310573,141524675,-4963.0,176773524.0,-31362.0,-408048030.0,20554.0,92740344.0,16829.0,35218903.0,0.0,0.0,431.0,5450917.0,0.0,0.0,3253.0,52261255.0,61.0,-29531.0,13528.0,119387375.0,2243.0,19146787.0,9
"과실, 채소 가공 및 저장 처리업",238383,585383690,33692071,-60604.0,-102729524.0,61432.0,106735652.0,-719.0,-4462110.0,-719.0,-4462110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-241.0,-27298.0,132.0,483280.0,3
광고업,2092785,26380892676,628993543,123322.0,6417761852.0,410012.0,5222908560.0,-537527.0,-11703079360.0,41804.0,651895625.0,-434769.0,-9171199785.0,-30945.0,-666748155.0,-144.0,-3046225.0,-120388.0,-2575511465.0,4313.0,54109310.0,285.0,46918321.0,3908.0,15490627.0,19
교육지원 서비스업,46278,142509170,0,3720.0,11031015.0,-3587.0,-10619700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-134.0,-414335.0,1.0,3020.0,1
"구조용 금속제품, 탱크 및 증기발생기 제조업",9801611,55311133027,2161309842,-1105836.0,-1383182804.0,1460974.0,6438252295.0,-286754.0,-4806567711.0,-182146.0,-1833025650.0,-10927.0,-346883325.0,-21111.0,-400626620.0,33.0,640130.0,-39860.0,-1192362500.0,-32743.0,-1034309796.0,-36661.0,-145060321.0,-31723.0,-103441459.0,21
귀금속 및 장신용품 제조업,221908,436266588,21947118,-14133.0,-38063655.0,6524.0,30709643.0,7126.0,6685147.0,-2185.0,-6937095.0,0.0,0.0,-35.0,-50960.0,0.0,0.0,9250.0,13531454.0,96.0,141748.0,1033.0,1464636.0,-550.0,-795771.0,2
그외 기타 개인 서비스업,94462,8157066750,1258681400,2269.0,192645950.0,10677.0,914709850.0,-13274.0,-1135141800.0,-2565.0,-212161350.0,-3064.0,-264791400.0,-690.0,-59333350.0,0.0,0.0,-6460.0,-556333200.0,-494.0,-42436800.0,147.0,12271900.0,181.0,15514100.0,1
그외 기타 운송장비 제조업,871168,130876177261,11548803494,-178204.0,-34767661589.0,184064.0,35706528010.0,-580.0,289042092.0,-20859.0,-4081234160.0,2109.0,397726750.0,15356.0,2829082120.0,0.0,0.0,2449.0,1055102880.0,364.0,88180302.0,-5620.0,-1125978663.0,340.0,-101929850.0,5
"그외 기타 전문, 과학 및 기술 서비스업",2424524,51202077627,1316414051,-86368.0,-5632296360.0,114909.0,4373516646.0,-41959.0,1065468450.0,7443.0,373450445.0,2697.0,136501225.0,16733.0,493502110.0,0.0,0.0,-40339.0,-1895532600.0,-28408.0,1951499345.0,13948.0,171349532.0,-530.0,21961732.0,16
그외 기타 제품 제조업,608301,3498122806,146020696,-43911.0,338456501.0,71273.0,-269594485.0,-3516.0,-68006130.0,-3516.0,-68006130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23013.0,-6445241.0,-833.0,5589355.0,10
금속 주조업,503414,628214789,23581431,31469.0,40083921.0,-20020.0,-27587230.0,-2056.0,-2339299.0,-2121.0,-2410822.0,0.0,0.0,34.0,38012.0,0.0,0.0,0.0,0.0,31.0,33511.0,-9383.0,-10613522.0,-10.0,456130.0,3
금융 지원 서비스업,13129948,258800875777,19583949698,-896440.0,902998607.0,1065093.0,20489736298.0,-74278.0,-21731289969.0,-14523.0,-10791919385.0,-260003.0,-17748277078.0,-26568.0,-2016816875.0,-163.0,-5312300.0,290410.0,10964495593.0,25024.0,-1300330925.0,-53336.0,379331853.0,-41039.0,-40776789.0,85
기계장비 및 관련 물품 도매업,4448416,38922681275,4651092816,-206609.0,-2181234888.0,182714.0,-1179890594.0,9356.0,2867231268.0,-152819.0,-2063561770.0,-28135.0,-111875750.0,24618.0,2678862850.0,0.0,0.0,156999.0,1310183913.0,9693.0,1061762025.0,14924.0,494129133.0,-385.0,-234919.0,24
기록매체 복제업,478298,864377253,739502,-194833.0,-352894480.0,145176.0,263957175.0,-267.0,-477810.0,-267.0,-477810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62253.0,111530717.0,-12329.0,-22115602.0,1
기반조성 및 시설물 축조관련 전문공사업,282101,1842236471,335670,41118.0,58593870.0,-41053.0,-59488855.0,-278.0,-1023470.0,-198.0,-812125.0,0.0,0.0,31.0,71420.0,0.0,0.0,0.0,0.0,-111.0,-282765.0,514.0,1966040.0,-301.0,-47585.0,3
기초 의약물질 제조업,28440011,586811819527,32294739951,-764231.0,30820423258.0,699231.0,-35416583438.0,-260279.0,-13234377044.0,-147085.0,-8165584598.0,-7683.0,-1679965990.0,-50009.0,-1749903080.0,-611.0,-37383320.0,-31170.0,-7177968615.0,2352.0,6050809399.0,342758.0,17605535458.0,-17479.0,225001766.0,45
기초 화학물질 제조업,32053815,1108065312368,25573196338,-614856.0,-32135551945.0,1030087.0,47562341932.0,-315781.0,-11381390846.0,-263517.0,-7228718337.0,-18694.0,-1512499765.0,5342.0,906813020.0,-129.0,-3353600.0,-45354.0,-2707512933.0,6950.0,-818634281.0,7571.0,447039563.0,-107021.0,-4492438704.0,50
기타 과학기술 서비스업,2135177,7593095394,44514245,-277072.0,-1119422085.0,303820.0,1224921367.0,165.0,681240.0,165.0,681240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27553.0,-108674332.0,640.0,2493810.0,5
기타 교육기관,21377,416057585,726950,8035.0,180679115.0,-9217.0,-193190525.0,1.0,32250.0,1.0,32250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1181.0,12479160.0,0.0,0.0,2
기타 금속 가공제품 제조업,5648595,53687721663,149040325,314146.0,5851346288.0,433100.0,3997035817.0,-713277.0,-9538656175.0,-223.0,-81672995.0,-680.0,-10581755.0,4897.0,70845535.0,0.0,0.0,-135.0,-13160340.0,-2136.0,-44636620.0,-24388.0,-264709944.0,-9581.0,-45015986.0,25
기타 금융업,36729124,1649590370336,99834055489,656760.0,-94791070173.0,409682.0,72967908608.0,-206977.0,39555935842.0,517137.0,23378288984.0,-50456.0,2023886930.0,-135597.0,-7230658310.0,-76.0,-168743192.0,-177413.0,7479726795.0,-358725.0,14059970475.0,-858095.0,-17545626669.0,-1370.0,-187147608.0,102
기타 비금속 광물제품 제조업,9433178,36628599646,2033515506,-692975.0,344304146.0,719665.0,1404384639.0,-58585.0,-1829121931.0,-54075.0,-1312231461.0,-375.0,-52677000.0,-2504.0,-349082010.0,-11.0,-1547000.0,-2034.0,-164268125.0,440.0,54338265.0,37050.0,88082500.0,-5155.0,-7649354.0,9
기타 사업지원 서비스업,453633,1898941309,16354339,31316.0,503910522.0,-32772.0,-492467575.0,377.0,-19765587.0,-781.0,-34776267.0,0.0,0.0,130.0,1675080.0,0.0,0.0,1018.0,13118470.0,9.0,116930.0,1158.0,8370735.0,-79.0,-48095.0,7
기타 상품 전문 소매업,804106,12298324096,516047665,-180292.0,-2548137079.0,172404.0,2542281384.0,8494.0,33261315.0,1262.0,-44270640.0,-1350.0,-60390950.0,1192.0,53526400.0,0.0,0.0,7553.0,97279700.0,-164.0,-12927895.0,1426.0,6145.0,-2032.0,-27411765.0,3
기타 생활용품 소매업,94437,210041441,0,-13668.0,-28468716.0,11698.0,23216591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4136.0,9656330.0,-2166.0,-4404205.0,2
기타 섬유제품 제조업,180650,652113369,227270,16177.0,78636880.0,-13552.0,-70795455.0,-1479.0,-4934135.0,-1468.0,-4844395.0,0.0,0.0,-2.0,-16300.0,0.0,0.0,0.0,0.0,-9.0,-73440.0,-946.0,-2427730.0,-200.0,-479560.0,3
기타 식품 제조업,12300266,133251509303,10403386561,290236.0,-6705347626.0,-294849.0,10600059220.0,-17895.0,-3596454286.0,-9895.0,-1186899788.0,-439.0,-179976800.0,-7214.0,-2321578214.0,28.0,11748750.0,1340.0,-1981479785.0,-1774.0,2057869001.0,42659.0,-127802167.0,-20151.0,-170455141.0,34
기타 운송관련 서비스업,866628,25295025989,3056230650,-208.0,-2059581367.0,36289.0,3898066474.0,-11515.0,-1755807617.0,-3226.0,-215318925.0,30.0,14163103.0,1808.0,328367950.0,21.0,1336700.0,-116.0,-20535900.0,-10033.0,-1863996245.0,-26130.0,47829630.0,1564.0,-130507120.0,6
기타 전기장비 제조업,2948306,25711864494,477661975,-504521.0,-3814840361.0,485590.0,3727874132.0,22128.0,81881169.0,8688.0,-1399451.0,-27.0,-693775.0,435.0,8138700.0,0.0,0.0,13358.0,79226035.0,-326.0,-3390340.0,923.0,26038390.0,-4120.0,-20953330.0,11
기타 전문 도매업,6599004,81859081643,3157684602,-71299.0,1395100262.0,303006.0,8902049524.0,-219088.0,-9936999157.0,-51430.0,743805557.0,-26036.0,232498022.0,-42445.0,-2602097800.0,-14.0,-525300.0,-26235.0,-5458633035.0,-70101.0,-2713839431.0,-11004.0,-302573539.0,-1615.0,-57577090.0,35
기타 전문 서비스업,33559,377369370,17774240,12711.0,142255370.0,-13560.0,-152323320.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0,10079960.0,-1.0,-12040.0,2
기타 정보 서비스업,9668985,19709503645,541841686,709647.0,2029124176.0,-338468.0,-1415712367.0,-41335.0,-158612064.0,-49781.0,-292358254.0,-7.0,-119200.0,8931.0,151891160.0,0.0,0.0,-1136.0,-18679380.0,657.0,636670.0,-345622.0,-459346161.0,15778.0,4546416.0,19
기타 종이 및 판지 제품 제조업,471956,318259880,1626085,73985.0,7845033.0,-76158.0,-14505278.0,154.0,1037665.0,96.0,914815.0,0.0,0.0,34.0,72930.0,0.0,0.0,0.0,0.0,24.0,49920.0,627.0,5125630.0,1392.0,496950.0,3
기타 화학제품 제조업,18823961,288563543093,35559303728,-292231.0,12251446468.0,744384.0,9591428941.0,-558695.0,-21378514864.0,-191284.0,-8816676183.0,-2274.0,-331266660.0,-46179.0,-4559668871.0,200.0,8586105.0,-5878.0,-139779170.0,-283938.0,-7272425895.0,122642.0,-51228985.0,-16100.0,-413131560.0,95
기타/미분류,22585166,412581070937,2379317175,-41604.0,-29093347223.0,-13517.0,-2599073904.0,161155.0,31444675795.0,-104007.0,151324675.0,-9528.0,-1253376250.0,-35477.0,-3140576065.0,-245.0,6067040.0,277145.0,27554450020.0,35103.0,8154472430.0,9762.0,768559662.0,-115796.0,-520814330.0,161
나무제품 제조업,45961,330593045,26967295,2313.0,9624970.0,-2228.0,-8925170.0,-560.0,-4847010.0,-567.0,-4880535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,33565.0,500.0,4365000.0,-25.0,-217790.0,2
"내화, 비내화 요업제품 제조업",301713,794722387,5853906,-4460.0,111273863.0,11053.0,-77249439.0,-6806.0,-32269920.0,-6875.0,-32476117.0,0.0,0.0,-14.0,-97190.0,0.0,0.0,0.0,0.0,83.0,303387.0,-1492.0,-2997519.0,1705.0,1243015.0,5
담배 제조업,164694,23556685800,4035200550,9876.0,1400053000.0,37882.0,5423727350.0,-41659.0,-5950667850.0,-5494.0,-769960100.0,-4478.0,-641875100.0,-13360.0,-1913259850.0,0.0,0.0,-10800.0,-1547587100.0,-7528.0,-1078129850.0,-6007.0,-859969200.0,-92.0,-13143300.0,1
도로 화물 운송업,1296311,11774778626,380224830,84841.0,761185136.0,-113541.0,-799717996.0,-2568.0,-133194728.0,-7713.0,-562645743.0,-142.0,-13175450.0,1512.0,141642430.0,0.0,0.0,3489.0,278256290.0,283.0,22595505.0,27530.0,148441398.0,3738.0,23286190.0,7
도시락 및 식사용 조리식품 제조업,174451,2322457070,19127310,73.0,2748440.0,3095.0,39689690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3160.0,-42331460.0,-8.0,-106670.0,1
"도축, 육류 가공 및 저장 처리업",950273,2157437916,90428663,144963.0,282135879.0,-128023.0,-237841230.0,-19245.0,-47144651.0,-18706.0,-45794154.0,0.0,0.0,-3000.0,-7939431.0,0.0,0.0,0.0,0.0,2461.0,6588934.0,2037.0,3526393.0,268.0,-676391.0,7
동·식물성 유지 및 낙농제품 제조업,42578,2708914870,340541720,20162.0,1328744120.0,-9481.0,-583150085.0,-10058.0,-740106105.0,-956.0,-66821980.0,-773.0,-58325350.0,-1025.0,-88476150.0,0.0,0.0,-604.0,-21321825.0,-6700.0,-505160800.0,-632.0,-6148530.0,9.0,660600.0,4
동물용 사료 및 조제식품 제조업,34247890,110787356186,637442574,-181475.0,-96283055.0,78469.0,-108520431.0,100054.0,163629532.0,136370.0,376602184.0,-36548.0,-211243195.0,-1485.0,-6544717.0,0.0,0.0,1700.0,4652000.0,17.0,163260.0,8269.0,56257914.0,-5317.0,-15083960.0,10
"떡, 빵 및 과자류 제조업",23752,209135405,27021920,8035.0,70823835.0,-7939.0,-69983820.0,-96.0,-840015.0,-5.0,-43965.0,-99.0,-867410.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,71360.0,0.0,0.0,0.0,0.0,1
마그네틱 및 광학 매체 제조업,689690,1205892501,517165,-63299.0,-108429371.0,62962.0,107864104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,203147.0,220.0,362120.0,1
무기 및 총포탄 제조업,1837563,100103687900,5095564280,-198837.0,-32898501616.0,183225.0,16797812693.0,18366.0,16731393763.0,-9996.0,-3075486895.0,-7060.0,-218676850.0,13930.0,6240955155.0,-1.0,-423000.0,7767.0,5605672153.0,13726.0,8179340200.0,-3641.0,-504755165.0,887.0,-125949675.0,3
무점포 소매업,2887889,2733647105,25459235,71197.0,90057130.0,-94508.0,-157603820.0,448.0,34240585.0,-706.0,-30199215.0,-292.0,-16136350.0,696.0,38790150.0,-108.0,-5979900.0,879.0,48919200.0,-21.0,-1153300.0,15077.0,25621077.0,7786.0,7685028.0,5
반도체 제조업,49157988,3060191863353,108503678008,1078443.0,-32909797515.0,-507611.0,157796163647.0,-391680.0,-116111559362.0,-635900.0,-153390058503.0,-5071.0,-5782151797.0,31843.0,16407489999.0,11589.0,1751659840.0,179015.0,45751483517.0,25721.0,-20530351533.0,-198895.0,-6524379928.0,19743.0,-2250426842.0,72
방적 및 가공사 제조업,58791,825867715,14416910,-2711.0,-10283455.0,2939.0,14073130.0,-28.0,-1349675.0,5316.0,64778260.0,0.0,0.0,-9.0,-109780.0,-30.0,-364990.0,-5297.0,-65026825.0,-8.0,-626340.0,-200.0,-2440000.0,0.0,0.0,2
보험 및 연금관련 서비스업,307194,3293379305,41852050,45292.0,446146400.0,-64400.0,-846232220.0,25235.0,453159790.0,19054.0,235726395.0,-44.0,-574160.0,12336.0,248287020.0,0.0,0.0,6024.0,78564045.0,-12135.0,-108843510.0,-6605.0,-57623090.0,478.0,4549120.0,2
보험업,2585370,98032124025,11178394477,-25905.0,4816001927.0,133762.0,14482744420.0,-178965.0,-20245193336.0,-181488.0,-9334574165.0,-17834.0,-702461069.0,25425.0,-2149319022.0,-19.0,-2452200.0,-60820.0,-6081406809.0,-24227.0,-1679352681.0,70842.0,903892631.0,266.0,42554358.0,11
봉제의복 제조업,34750373,52476595703,689687270,-432846.0,-1861639852.0,272167.0,2467293386.0,-42636.0,-787451257.0,-51150.0,-1365052492.0,-12575.0,-713878115.0,-6628.0,-182498411.0,259.0,4346545.0,-18269.0,-545659879.0,45947.0,2030747095.0,215180.0,221847148.0,-11865.0,-40049425.0,28
부동산 관련 서비스업,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
부동산 임대 및 공급업,4452049,15157562464,1256623302,43167.0,-400624581.0,-502933.0,-2249518417.0,640108.0,3230902088.0,410599.0,1887492277.0,-16.0,-88410.0,209341.0,1085433415.0,0.0,0.0,63949.0,259182853.0,21235.0,208487433.0,-129336.0,-559612402.0,-51006.0,-21146688.0,27
"비료, 농약 및 살균, 살충제 제조업",291816,1368967117,30467227,19588.0,207429077.0,-6776.0,-129338892.0,-4663.0,-25055275.0,-4621.0,-24750535.0,0.0,0.0,-19.0,-140410.0,0.0,0.0,0.0,0.0,-23.0,-164330.0,-9429.0,-56357281.0,1280.0,3322371.0,8
비알코올음료 및 얼음 제조업,121996,5502628023,678134750,22355.0,51134867.0,-33175.0,-1533991587.0,9520.0,1317575100.0,-3033.0,-418498200.0,1134.0,156725700.0,3130.0,434095750.0,0.0,0.0,3618.0,499104100.0,4671.0,646149050.0,1184.0,162875120.0,116.0,2406500.0,2
사업시설 유지·관리 서비스업,37914,117221530,1212525,-9249.0,-28573889.0,9562.0,29539449.0,1.0,3125.0,1.0,3125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-318.0,-981030.0,4.0,12345.0,1
사진장비 및 광학기기 제조업,46582183,256080921996,1075102136,-75806.0,3106393795.0,-4556.0,-2831543138.0,47616.0,-426756991.0,51724.0,470432999.0,1052.0,54173200.0,-18153.0,-859505160.0,-222.0,-11069300.0,856.0,40828600.0,21633.0,373035070.0,-16892.0,-90762490.0,49638.0,242668824.0,13
산업용 기계 및 장비 임대업,322778,1491145087,12289780,142664.0,658079294.0,-139018.0,-641104029.0,-5636.0,-26120675.0,-5443.0,-25232610.0,-215.0,-989000.0,-11.0,-50875.0,0.0,0.0,0.0,0.0,33.0,151810.0,1990.0,9145410.0,0.0,0.0,1
산업용 농·축산물 및 동·식물 도매업,49829,275306140,1396040,-2727.0,-18008390.0,2871.0,19001680.0,2.0,12340.0,-6.0,-41580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,53920.0,-146.0,-1005630.0,0.0,0.0,2
상품 종합 도매업,3695436,26970314877,5366189517,219825.0,2006968971.0,85674.0,4055470404.0,-219125.0,-6010115334.0,-22530.0,-581011852.0,-29732.0,-813888960.0,-18636.0,-119074895.0,0.0,0.0,-54022.0,-900077562.0,-94424.0,-3604351215.0,-79561.0,-46837418.0,-6813.0,-5486623.0,21
상품 중개업,802600,21341130085,2752027760,84610.0,1334243345.0,-32429.0,1764938310.0,-68423.0,-3432454130.0,-19406.0,-517921825.0,-10476.0,-570636600.0,16872.0,478392600.0,0.0,0.0,-49643.0,-2531167475.0,-5770.0,-291120540.0,16770.0,351106410.0,-528.0,-17833935.0,8
생활용품 도매업,3893459,15897636612,1329988674,-355566.0,-2233187150.0,456919.0,547192611.0,-102967.0,1640478753.0,18687.0,189462474.0,-164.0,-8512425.0,-961.0,-41761500.0,0.0,0.0,39601.0,1918038525.0,-160131.0,-416791771.0,759.0,18488089.0,855.0,27027697.0,17
