corp_code,corp_name,stock_code,corp_cls,report_nm,rcept_no,flr_nm,rcept_dt,rm
00143651,웅진,016880,Y,투자판단관련주요경영사항              ,20260615800965,웅진,20260615,유
01011526,엔켐,348370,K,타인에대한채무보증결정              ,20260615900964,엔켐,20260615,코
00105040,뉴인텍,012340,K,[기재정정]임원ㆍ주요주주특정증권등소유상황보고서,20260615000447,장기수,20260615,
00102140,경인전자,009140,Y,최대주주변경              ,20260615800895,경인전자,20260615,유
00110884,엠젠솔루션,032790,K,대표이사변경              ,20260615900900,엠젠솔루션,20260615,코
00105040,뉴인텍,012340,K,주식등의대량보유상황보고서(일반),20260615000446,장기수,20260615,
00530121,디에스케이,109740,K,주주총회소집공고,20260615000444,디에스케이,20260615,
00886792,루켄테크놀러지스,162120,N,조회공시요구(풍문또는보도)              (코스닥시장 이전상장 추진설),20260615600924,코넥스시장,20260615,넥
00247975,솔브레인홀딩스,036830,K,주요사항보고서(전환사채권발행결정),20260615000412,솔브레인홀딩스,20260615,
00110884,엠젠솔루션,032790,K,[기재정정]주요사항보고서(자기전환사채매도결정),20260615000429,엠젠솔루션,20260615,
00133858,세방전지,004490,Y,타법인주식및출자증권취득결정(종속회사의주요경영사항)              ,20260615800929,세방전지,20260615,유
00133858,세방전지,004490,Y,유상증자결정(종속회사의주요경영사항)              ,20260615800925,세방전지,20260615,유
00102140,경인전자,009140,Y,최대주주등소유주식변동신고서(최대주주변경시)              ,20260615800923,경인전자,20260615,유
01182240,배럴,267790,K,주요사항보고서(자기주식취득결정),20260615000433,배럴,20260615,
00117601,유안타증권,003470,Y,투자설명서(일괄신고),20260615000443,유안타증권,20260615,
01259311,푸드나무,290720,K,주식등의대량보유상황보고서(약식),20260615000442,김유선,20260615,
00133858,세방전지,004490,Y,타법인주식및출자증권취득결정(종속회사의주요경영사항)              ,20260615800915,세방전지,20260615,유
01182550,EDGC,245620,K,주주총회소집공고,20260615000441,EDGC,20260615,
00608839,에이루트,096690,K,주요사항보고서(유상증자결정),20260615000432,에이루트,20260615,
01436628,이지스레지던스리츠,350520,Y,임시주주총회결과              ,20260615800885,이지스레지던스리츠,20260615,유
00117601,유안타증권,003470,Y,일괄신고추가서류(파생결합사채-주가연계파생결합사채),20260615000440,유안타증권,20260615,
00313649,현대바이오,048410,K,주요사항보고서(전환사채권발행결정),20260615000419,현대바이오,20260615,
00133858,세방전지,004490,Y,유상증자결정(종속회사의주요경영사항)              ,20260615800909,세방전지,20260615,유
01029394,에코마케팅,230360,K,임원ㆍ주요주주특정증권등소유상황보고서,20260615000438,비씨피이이에이비드코원,20260615,
00378220,버킷스튜디오,066410,K,기타시장안내              (상장적격성 실질심사 사유추가 안내),20260615900902,코스닥시장본부,20260615,코
01307335,공구우먼,366030,K,금전대여결정              ,20260615900844,공구우먼,20260615,코
00267854,메디앙스,014100,K,주식등의대량보유상황보고서(일반),20260615000437,김은정,20260615,
01029394,에코마케팅,230360,K,주식등의대량보유상황보고서(일반),20260615000435,비씨피이이에이비드코원,20260615,
00120906,에스아이리소스,065420,K,불성실공시법인지정예고              (공시불이행),20260615900891,코스닥시장본부,20260615,코
00120182,NH투자증권,005940,Y,[발행조건확정]증권신고서(채무증권),20260615000434,NH투자증권,20260615,
01415892,제이알글로벌리츠,348950,Y,[기재정정]주요사항보고서(회생절차개시신청),20260615000406,제이알글로벌리츠,20260615,
00608839,에이루트,096690,K,주요사항보고서(유상증자결정),20260615000422,에이루트,20260615,
00148610,한화투자증권,003530,Y,증권발행실적보고서,20260615000431,한화투자증권,20260615,
00378220,버킷스튜디오,066410,K,불성실공시법인지정              (공시번복),20260615900890,코스닥시장본부,20260615,코
00530121,디에스케이,109740,K,[기재정정]주주총회소집결의              ,20260615900877,디에스케이,20260615,코
00693651,비덴트,121800,K,주주총회소집공고,20260615000430,비덴트,20260615,
00531078,유비온,084440,K,주주명부폐쇄기간또는기준일설정              ,20260615900820,유비온,20260615,코
00531078,유비온,084440,K,주주총회소집결의              (임시주주총회),20260615900870,유비온,20260615,코
00531078,유비온,084440,K,주식병합결정              ,20260615900872,유비온,20260615,코
00148610,한화투자증권,003530,Y,증권발행실적보고서,20260615000428,한화투자증권,20260615,
01187148,케어랩스,263700,K,주식등의대량보유상황보고서(일반),20260615000427,원익홀딩스,20260615,
01259311,푸드나무,290720,K,주식등의대량보유상황보고서(일반),20260615000426,김우주,20260615,
00148610,한화투자증권,003530,Y,증권발행실적보고서,20260615000425,한화투자증권,20260615,
01031502,코아시아씨엠,196450,K,주주총회소집공고,20260615000424,코아시아씨엠,20260615,
00608839,에이루트,096690,K,[기재정정]주요사항보고서(전환사채권발행결정),20260615000402,에이루트,20260615,
00492894,젬백스,082270,K,[기재정정]최대주주변경을수반하는주식담보제공계약체결              ,20260615900859,젬백스,20260615,코
01596920,알지노믹스,476830,K,주주명부폐쇄기간또는기준일설정              ,20260615900786,알지노믹스,20260615,코
00231363,LG유플러스,032640,Y,기업설명회(IR)개최(안내공시)              ,20260615800876,LG유플러스,20260615,유
