날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2025-12-23,352698589372,-22504780596,-1285301049289,955107240513,0,KOSPI
2025-12-23,45315691484,-75543923483,179934142691,-149705910692,0,KOSDAQ
