날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-06-25,3324420926752,-35434820808,-2413628428783,-875357677161,0,KOSPI
2026-06-25,-170709141879,4266112540,145204220181,21238809158,0,KOSDAQ
