날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-06-30,2933197152517,25857979074,840145149876,-3799200281467,0,KOSPI
2026-06-30,-142847759460,-1726756853,390933769307,-246359252994,0,KOSDAQ
