날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-03-23,-3817298062623,489503480700,7002865842895,-3675071260972,0,KOSPI
2026-03-23,-199765685679,-5768119495,464695619217,-259161814043,0,KOSDAQ
