날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-02-24,2377272957285,110187302858,-2286114966638,-201345293505,0,KOSPI
2026-02-24,-146779670654,-360806570659,228572747727,279013493586,0,KOSDAQ
