티커,Name,Market,Sector,Industry,종가,거래량,거래대금,등락률,공매도거래대금,공매도비중,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금
095570,AJ네트웍스,유가,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",4970.0,182617.0,914299190.0,-0.8,40757705.0,4.46,-8758.0,-43791765.0,12269.0,61307345.0,-5059.0,-25281230.0,-949.0,-4717700.0,0.0,0.0,0.0,0.0,0.0,0.0,-4110.0,-20563530.0,0.0,0.0,1528.0,7665250.0,20.0,100400.0
006840,AK홀딩스,유가,기타 금융업,지주사업,7850.0,16659.0,130186780.0,-2.61,4480760.0,3.44,-724.0,-5377670.0,-549.0,-4455490.0,1273.0,9839800.0,1273.0,9839800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6400.0,0.0,-240.0
027410,BGF,유가,기타 금융업,지주회사,4330.0,158577.0,680874820.0,0.23,27816370.0,4.09,50254.0,215377440.0,-52297.0,-224098905.0,2143.0,9148465.0,-1072.0,-4651980.0,0.0,0.0,0.0,0.0,-947.0,-4054280.0,4162.0,17854725.0,0.0,0.0,0.0,0.0,-100.0,-427000.0
282330,BGF리테일,유가,종합 소매업,체인화 편의점,121700.0,34065.0,4163051100.0,-2.25,1190033100.0,26.88,1153.0,139499800.0,-9072.0,-1106710900.0,8020.0,979560500.0,1788.0,215437800.0,-463.0,-56287950.0,1117.0,137431750.0,0.0,0.0,4631.0,567113500.0,947.0,115865400.0,-101.0,-12349500.0,0.0,100.0
138930,BNK금융지주,유가,기타 금융업,금융지주회사,18480.0,719032.0,13280195990.0,1.87,2812770630.0,19.63,-108732.0,-2007003225.0,83528.0,1540678745.0,26217.0,485878110.0,18249.0,338331865.0,-5701.0,-105337035.0,-26538.0,-490326940.0,0.0,0.0,-4634.0,-84988610.0,-10760.0,-198820660.0,-1104.0,-21230050.0,91.0,1676420.0
001460,BYC,유가,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",45000.0,5427.0,244315100.0,0.67,4729250.0,0.99,119.0,5267100.0,-606.0,-27209750.0,487.0,21942050.0,87.0,3934600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,18007450.0,4.0,179500.0,-4.0,-178900.0
001465,BYC우,KOSPI,기타/미분류,기타/미분류,26800.0,714.0,18959600.0,0.19,1089400.0,5.75,130.0,3447100.0,-130.0,-3447450.0,0.0,350.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001040,CJ,유가,기타 금융업,지주회사,193000.0,155717.0,29860563650.0,3.26,2896389900.0,8.05,8091.0,1508602950.0,-28986.0,-5556961750.0,21749.0,4210217700.0,4792.0,924514800.0,5283.0,1020075250.0,6900.0,1328558800.0,0.0,0.0,7266.0,1405854400.0,-2490.0,-468393150.0,-827.0,-156586600.0,-27.0,-5272300.0
079160,CJ CGV,유가,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",5000.0,353297.0,1761206942.0,2.15,218664925.0,12.42,-28871.0,-144863185.0,42043.0,210218970.0,-11554.0,-57322955.0,-11530.0,-57202865.0,-24.0,-120090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-910.0,-4499500.0,-708.0,-3533330.0
00104K,CJ4우(전환),KOSPI,기타/미분류,기타/미분류,167100.0,10939.0,1806950800.0,2.52,36647400.0,2.03,-700.0,-121364700.0,-1108.0,-180974100.0,1809.0,302503100.0,2714.0,451701800.0,-545.0,-90031300.0,-764.0,-126215400.0,0.0,0.0,-596.0,-98452000.0,1000.0,165500000.0,0.0,0.0,-1.0,-164300.0
