날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-02-10,564307735521,166273846400,-877983534528,147401952607,0,KOSPI
2026-02-10,-80839272343,-47559136447,323943781173,-195545372383,0,KOSDAQ
