날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-07-23,97550761999,-25734344425,-2207706846282,2135890428708,0,KOSPI
2026-07-23,64291863758,5526711730,-237312479758,167493904270,0,KOSDAQ
