날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-02-13,83065545270,124844429177,714122266181,-922032240628,0,KOSPI
2026-02-13,-338113790289,-42482872534,622007151566,-241410488743,0,KOSDAQ
