티커,Name,Market,Sector,Industry,종가,거래량,거래대금,등락률,공매도거래대금,공매도비중,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금
095570,AJ네트웍스,유가,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",5170,148042,760468410,2.17,3384200,0.45,-56346.0,-289506075.0,51433.0,264305665.0,7011.0,35983150.0,-139.0,-717220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7150.0,36700370.0,-2000.0,-10280000.0,-98.0,-502740.0
006840,AK홀딩스,유가,기타 금융업,지주사업,8360,11638,96461250,2.7,2687750,2.79,-6351.0,-52571770.0,5220.0,43270470.0,1131.0,9301300.0,1131.0,9301300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
027410,BGF,유가,기타 금융업,지주회사,4720,428941,1996036253,4.31,37333645,1.87,-171109.0,-796746417.0,81851.0,380446437.0,89043.0,415311365.0,3053.0,13755105.0,0.0,0.0,-749.0,-3513885.0,-765.0,-3552627.0,0.0,0.0,87504.0,408622772.0,212.0,974875.0,3.0,13740.0
282330,BGF리테일,유가,종합 소매업,체인화 편의점,137600,41796,5749551650,-1.22,1325869800,21.01,-2883.0,-395575950.0,-2320.0,-318717500.0,5184.0,711680350.0,4624.0,635077550.0,120.0,16497500.0,308.0,42357900.0,0.0,0.0,786.0,107489200.0,-654.0,-89741800.0,19.0,2613100.0,0.0,0.0
138930,BNK금융지주,유가,기타 금융업,금융지주회사,18230,813147,14866714855,1.9,1446746620,9.37,-21504.0,-394395190.0,-244847.0,-4480370680.0,268897.0,4922396410.0,284323.0,5201495635.0,-633.0,-11937740.0,18635.0,340756770.0,0.0,0.0,-25942.0,-471248125.0,-7484.0,-136633380.0,-2545.0,-47601400.0,-1.0,-29140.0
001460,BYC,유가,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",47900,6331,298542150,4.13,14318550,2.29,-233.0,-11093000.0,184.0,8743500.0,9.0,469500.0,9.0,469500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1880000.0
001465,BYC우,KOSPI,기타/미분류,기타/미분류,29150,1690,48291850,2.64,57900,0.12,44.0,1259450.0,-44.0,-1259200.0,0.0,-250.0,0.0,-250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001040,CJ,유가,기타 금융업,지주회사,201000,108831,21590800950,6.35,2845384900,11.68,-15843.0,-3168865000.0,12139.0,2440616450.0,2452.0,479790750.0,12421.0,2476188150.0,505.0,98393200.0,-2616.0,-529063150.0,0.0,0.0,-727.0,-145580250.0,-7129.0,-1419748200.0,1199.0,238206200.0,53.0,10251600.0
079160,CJ CGV,유가,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",4920,472074,2313732414,2.39,465494645,20.12,1650.0,10129500.0,16631.0,79535741.0,-18269.0,-89606056.0,3496.0,17072140.0,0.0,0.0,-680.0,-3319246.0,0.0,0.0,29308.0,143294755.0,-50393.0,-246653705.0,-2.0,-9740.0,-10.0,-49445.0
00104K,CJ4우(전환),KOSPI,기타/미분류,기타/미분류,177800,10948,1909662150,5.83,32326300,1.69,-1406.0,-251410100.0,-1219.0,-211588700.0,2615.0,461282800.0,4425.0,775735000.0,-501.0,-87042300.0,-723.0,-125612100.0,0.0,0.0,-586.0,-101797800.0,0.0,0.0,10.0,1716000.0,0.0,0.0
