Sector,거래량,거래대금,공매도거래대금,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금,종목수
1차 비철금속 제조업,15880407,242135615832,15232680003,-199275.0,4149613305.0,62080.0,-10701624678.0,237742.0,4632897675.0,227149.0,15246607655.0,-26777.0,-2836783242.0,9347.0,1124191535.0,113.0,12918000.0,39117.0,-9587522851.0,-11313.0,673385278.0,-129746.0,1804284385.0,29199.0,114829313.0,23
1차 철강 제조업,9895940,261067667049,25387510320,1717865.0,63303261477.0,-1565562.0,-70174933594.0,-9839.0,7371698873.0,9014.0,9752344058.0,-11336.0,-1262692869.0,-65311.0,190503140.0,-242.0,11247003.0,54185.0,-1876793799.0,4253.0,567164065.0,-159490.0,-704428299.0,17026.0,204401543.0,59
가구 제조업,480388,1704207379,55403860,-41104.0,-196590500.0,21978.0,-48684770.0,515.0,11542785.0,-181.0,-2030005.0,478.0,8490360.0,9.0,104580.0,63.0,2499350.0,0.0,0.0,146.0,2478500.0,18654.0,233779502.0,-43.0,-47017.0,9
가전제품 및 정보통신장비 소매업,56555,400756880,359560,-5046.0,-28366600.0,11090.0,68361870.0,-6195.0,-41107730.0,-394.0,-3053080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5801.0,-38054650.0,23.0,209450.0,128.0,903010.0,2
가정용 기기 제조업,877649,17170869615,2583252767,202815.0,2994716027.0,-183341.0,-1833057707.0,-22132.0,-1242876250.0,-32081.0,-1875243400.0,71.0,4427750.0,6697.0,430385800.0,0.0,0.0,3345.0,208521900.0,-164.0,-10969000.0,2171.0,84530998.0,487.0,-3313068.0,8
"가죽, 가방 및 유사제품 제조업",198051,2416369295,96560630,31499.0,434496855.0,-35325.0,-465709515.0,3900.0,32113530.0,-306.0,-16105330.0,-1061.0,-10193780.0,3047.0,44345950.0,-22.0,-1244400.0,-198.0,-12141900.0,2440.0,27452990.0,-124.0,-1345310.0,50.0,444440.0,5
개인 및 가정용품 수리업,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
개인 및 가정용품 임대업,13769,331852600,37984850,-411.0,-9604700.0,2232.0,53484800.0,-1838.0,-44285400.0,501.0,12001600.0,-1658.0,-39890350.0,-692.0,-16662400.0,0.0,0.0,0.0,0.0,11.0,265750.0,17.0,405300.0,0.0,0.0,1
건물 건설업,20573056,234849191537,7637165766,-822812.0,-7303475402.0,-33679.0,-609846651.0,889684.0,8123026155.0,154372.0,1571648646.0,12050.0,-110496425.0,-1984.0,-1331155614.0,632.0,-8193977.0,465351.0,5753934420.0,259360.0,2250056455.0,-40142.0,-421983454.0,6949.0,212279352.0,24
건물설비 설치 공사업,71772,1050867180,3311100,-7541.0,-210868330.0,6517.0,157589705.0,-845.0,21032045.0,-2625.0,-9792505.0,0.0,0.0,164.0,2722310.0,0.0,0.0,0.0,0.0,1616.0,28102240.0,1878.0,32279790.0,-9.0,-33210.0,2
"건축기술, 엔지니어링 및 관련 기술 서비스업",9149532,238904571683,13337836255,559760.0,12973055172.0,-481578.0,-17068371100.0,-42994.0,3896392055.0,-19148.0,-2143113490.0,-9220.0,6834135.0,17131.0,2978674170.0,0.0,0.0,-30424.0,1712612320.0,-1337.0,1341131520.0,-23211.0,533447946.0,-11977.0,-334524073.0,16
"건축자재, 철물 및 난방장치 도매업",746952,1214289004,1484914,-68349.0,-110891646.0,126902.0,205132230.0,-103.0,-169435.0,-103.0,-169435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62.0,-125571.0,-58388.0,-93945578.0,1
