날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-05-04,2009778368731,-147005209290,-4793554205749,2930781046308,0,KOSPI
2026-05-04,-72898798021,-39664385085,-442240304215,554803487321,0,KOSDAQ
