티커,Name,Market,Sector,Industry,종가,거래량,거래대금,등락률,공매도거래대금,공매도비중,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금
095570,AJ네트웍스,유가,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",5090,414503,2131348910,-3.96,22546330,1.06,213549.0,1097495100.0,-145510.0,-749451885.0,-59804.0,-305448535.0,-272.0,-1387730.0,-1392.0,-7058645.0,0.0,0.0,0.0,0.0,-50461.0,-257481330.0,-7679.0,-39520830.0,5249.0,26665020.0,-13484.0,-69259700.0
006840,AK홀딩스,유가,기타 금융업,지주사업,8390,29173,245244780,-1.99,3598160,1.47,8355.0,70196030.0,-6301.0,-52851730.0,-2330.0,-19678220.0,-2330.0,-19678220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,100080.0,264.0,2233840.0
027410,BGF,유가,기타 금융업,지주회사,5290,259614,1379974860,0.95,54095720,3.92,-13210.0,-71343940.0,426.0,3538250.0,14728.0,78091610.0,-695.0,-3734010.0,-28.0,-149000.0,15480.0,82118440.0,219.0,1166730.0,0.0,0.0,-248.0,-1310550.0,-61.0,-329290.0,-1883.0,-9956630.0
282330,BGF리테일,유가,종합 소매업,체인화 편의점,132400,44211,5872311800,0.3,1789020600,28.02,1254.0,160393550.0,3062.0,406468100.0,-4330.0,-568738950.0,-235.0,-26628850.0,-201.0,-26521300.0,-1033.0,-138244950.0,0.0,0.0,-1499.0,-197080850.0,-1362.0,-180263000.0,0.0,-16200.0,14.0,1893500.0
138930,BNK금융지주,유가,기타 금융업,금융지주회사,18200,1373777,24996110050,-2.83,1007801940,3.39,587367.0,10705736115.0,-576779.0,-10512632085.0,-163934.0,-2971584635.0,-65929.0,-1196849445.0,-9627.0,-174371545.0,20243.0,366591815.0,30000.0,543554970.0,-109473.0,-1983808265.0,-29106.0,-525943115.0,152761.0,2767519265.0,585.0,10961340.0
001460,BYC,유가,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",50800,2605,131874700,0.79,660400,0.36,173.0,8810800.0,-305.0,-15497800.0,134.0,6788600.0,-10.0,-518600.0,-4.0,-201900.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,7509100.0,0.0,0.0,-2.0,-101600.0
001465,BYC우,KOSPI,기타/미분류,기타/미분류,33900,501,17007175,-0.29,237500,1.4,136.0,4616750.0,-133.0,-4515300.0,0.0,450.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-101900.0
001040,CJ,유가,기타 금융업,지주회사,224500,102222,23281343750,0.0,2562516250,8.34,-1493.0,-326612000.0,1396.0,293858750.0,-275.0,-57038250.0,-6704.0,-1526482750.0,-2811.0,-630596000.0,-1587.0,-355007500.0,-145.0,-32544500.0,1451.0,328300250.0,9552.0,2166275250.0,356.0,85994000.0,16.0,3797500.0
079160,CJ CGV,유가,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",4965,501573,2506470305,0.61,329785625,13.16,73447.0,363230590.0,-26378.0,-128815840.0,-45277.0,-225488720.0,7892.0,39514870.0,-10.0,-49675.0,308.0,1529220.0,0.0,0.0,0.0,0.0,-53467.0,-266483135.0,-900.0,-4459000.0,-892.0,-4467030.0
00104K,CJ4우(전환),KOSPI,기타/미분류,기타/미분류,193000,8753,1690793550,0.52,110320300,6.52,106.0,19827450.0,-1669.0,-321300650.0,1630.0,314441700.0,1701.0,328227100.0,-1.0,-192000.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.0,-13593400.0,0.0,0.0,-67.0,-12968500.0
