날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-01-15,1290549747197,188002386053,-1823510023785,344957890535,0,KOSPI
2026-01-15,-28755118021,-29864856691,-256200573667,314820548379,0,KOSDAQ
