날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-06-10,-2266525448946,177623048140,4864291077283,-2775388676477,0,KOSPI
2026-06-10,-112484347670,-146212825599,116720118821,141977054448,0,KOSDAQ
