티커,Name,Market,Sector,Industry,종가,거래량,거래대금,등락률,공매도거래대금,공매도비중,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금
095570,AJ네트웍스,유가,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",4450.0,190055.0,849240693.0,-0.11,5898640.0,0.69,-38784.0,-174815622.0,646.0,2610387.0,38215.0,172553835.0,-1175.0,-5228750.0,0.0,0.0,81119.0,363377820.0,0.0,0.0,-59578.0,-265686270.0,17849.0,80091035.0,2.0,8920.0,-79.0,-357520.0
006840,AK홀딩스,유가,기타 금융업,지주사업,6620.0,12022.0,79981010.0,-2.5,878850.0,1.1,1.0,47080.0,-1005.0,-6733030.0,844.0,5614930.0,853.0,5674390.0,0.0,0.0,-4.0,-26480.0,0.0,0.0,0.0,0.0,-5.0,-32980.0,0.0,0.0,160.0,1071020.0
027410,BGF,유가,기타 금융업,지주회사,4360.0,208818.0,906953245.0,3.07,105662445.0,11.65,-14485.0,-62060875.0,-40022.0,-176905550.0,57579.0,252483050.0,-4297.0,-18576730.0,0.0,0.0,37829.0,164806290.0,-329.0,-1416725.0,30000.0,132006465.0,-4193.0,-18145735.0,-100.0,-430500.0,-2972.0,-13086125.0
282330,BGF리테일,유가,종합 소매업,체인화 편의점,128200.0,690433.0,87926090350.0,-1.31,2165057600.0,2.42,14328.0,1665788350.0,368568.0,46938071000.0,-383340.0,-48660542100.0,17660.0,2271679700.0,506.0,69206950.0,-3550.0,-453585900.0,0.0,0.0,-2330.0,-295364050.0,163.0,20643700.0,384.0,48587250.0,60.0,8095500.0
138930,BNK금융지주,유가,기타 금융업,금융지주회사,18470.0,2406465.0,44792322255.0,2.5,3797512855.0,7.72,-372798.0,-6952223610.0,-1135851.0,-21162794375.0,1575044.0,29356027685.0,-67786.0,-1254263350.0,2185.0,40015025.0,1305910.0,24332983835.0,-21000.0,-391128170.0,-24901.0,-461875530.0,380635.0,7090277185.0,-38873.0,-727325860.0,-27522.0,-513683840.0
001460,BYC,유가,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",37400.0,2839.0,106312250.0,-2.6,2247550.0,1.55,362.0,13547900.0,345.0,12880500.0,-762.0,-28491100.0,-37.0,-1373600.0,1.0,37850.0,-2.0,-74800.0,0.0,0.0,-724.0,-27080550.0,0.0,0.0,30.0,1121000.0,25.0,941700.0
001465,BYC우,KOSPI,기타/미분류,기타/미분류,24950.0,412.0,10258850.0,-2.35,1216350.0,11.86,143.0,3582800.0,-145.0,-3628900.0,6.0,148300.0,6.0,148300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-102200.0
001040,CJ,유가,기타 금융업,지주회사,186800.0,230627.0,42133245550.0,7.17,5143035050.0,9.62,-36963.0,-6702979650.0,28992.0,5275874650.0,7672.0,1354956900.0,-22097.0,-4099602900.0,1689.0,309076550.0,27451.0,4973214650.0,0.0,0.0,-9860.0,-1776292600.0,10405.0,1932928800.0,518.0,110544300.0,-219.0,-38396200.0
079160,CJ CGV,유가,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",4730.0,361638.0,1736175911.0,-3.47,175508075.0,10.11,47130.0,222827430.0,-8802.0,-41038610.0,-35695.0,-169766415.0,-8936.0,-42319970.0,0.0,0.0,-48.0,-227040.0,0.0,0.0,-26640.0,-126884035.0,-71.0,-335370.0,-1868.0,-8763660.0,-765.0,-3258745.0
00104K,CJ4우(전환),KOSPI,기타/미분류,기타/미분류,169500.0,9131.0,1516586800.0,4.95,15872300.0,1.05,-2936.0,-491477100.0,900.0,148998900.0,2817.0,473706400.0,2968.0,498547200.0,-151.0,-24840800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-815.0,-136769200.0,34.0,5541000.0
000120,CJ대한통운,유가,도로 화물 운송업,"Contract Logistics, 포워딩, 항만하역, 해운, 택배국제특송, SCM Consulting",87300.0,59145.0,5156294000.0,2.34,601711700.0,9.03,-6807.0,-596339150.0,-1738.0,-149292550.0,-1579.0,-136327750.0,291.0,24636800.0,-129.0,-11214100.0,-7068.0,-615647750.0,0.0,0.0,-350.0,-30496500.0,5677.0,496393000.0,10206.0,889157650.0,-82.0,-7198200.0
011150,CJ씨푸드,유가,기타 식품 제조업,"수산물(어묵,맛살)가공품 도매,원양수산업,수출입",2110.0,73384.0,155138485.0,-0.24,1653445.0,1.07,-11654.0,-24492250.0,11906.0,25035545.0,-124.0,-272225.0,-109.0,-240575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.0,-31650.0,18.0,38580.0,-146.0,-309650.0
011155,CJ씨푸드1우,KOSPI,기타/미분류,기타/미분류,9710.0,342.0,3322620.0,-0.1,0.0,0.0,1.0,9720.0,-1.0,-9720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001045,CJ우,KOSPI,기타/미분류,기타/미분류,75900.0,2720.0,204602400.0,3.83,0.0,0.0,-196.0,-14909900.0,109.0,8233600.0,8.0,672300.0,8.0,672300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.0,-1209600.0,95.0,7213600.0
097950,CJ제일제당,유가,기타 식품 제조업,"설탕,소맥분,조미식품,육가공식품(돈육,돼지비계,돼지식용설육),대두가공식품,사료,의약품,생활화학제품 제조,도매,무역/통신판매",200500.0,57021.0,11408866700.0,-0.74,2584899000.0,17.29,18839.0,3764774900.0,-2919.0,-584951650.0,-15197.0,-3035827350.0,4908.0,983422200.0,-319.0,-63649200.0,-3433.0,-685796050.0,0.0,0.0,-16098.0,-3218861600.0,-255.0,-50944200.0,-711.0,-141621200.0,-12.0,-2374700.0
097955,CJ제일제당 우,KOSPI,기타/미분류,기타/미분류,124800.0,5269.0,656430850.0,-0.56,16719100.0,2.55,1726.0,214883850.0,588.0,73177400.0,-2315.0,-288185450.0,14.0,1782200.0,0.0,0.0,0.0,0.0,0.0,0.0,-2329.0,-289967650.0,0.0,0.0,0.0,0.0,1.0,124200.0
000480,시알홀딩스,유가,"내화, 비내화 요업제품 제조업","내화연와(정형,부정형,S/N,CCN),단열벽돌,스라이딩노즐,연주용 특수내화물 제조",4885.0,17474.0,85282375.0,0.1,346770.0,0.41,-2804.0,-13679750.0,2565.0,12521965.0,57.0,272130.0,85.0,408805.0,0.0,0.0,-14.0,-68390.0,0.0,0.0,0.0,0.0,-14.0,-68285.0,102.0,495720.0,80.0,389935.0
000590,CS홀딩스,유가,기타 금융업,"브랜드 수익, 자회사 배당",72800.0,132.0,9592400.0,0.14,145600.0,1.52,14.0,1012700.0,3.0,215800.0,-17.0,-1228500.0,-17.0,-1228500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
