날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2025-12-26,443547202137,103872321863,-2326467768137,1779048244137,0,KOSPI
2025-12-26,358296535274,4174171514,-459621210732,97150503944,0,KOSDAQ
