Sector,거래량,거래대금,공매도거래대금,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금,종목수
1차 비철금속 제조업,81823476,210846019793,4493632925,7606213.0,9988273251.0,324557.0,8910191549.0,-886718.0,-13189171941.0,-83575.0,1831448569.0,-2418.0,-248043850.0,-8886.0,-5440761650.0,-31.0,-52481500.0,-126133.0,-5408814605.0,-665675.0,-3870791105.0,-7237214.0,-5880947341.0,193162.0,171654482.0,23
1차 철강 제조업,10955983,320097295345,13396472054,-511065.0,-20710409401.0,322906.0,20826697350.0,152177.0,-401977685.0,49498.0,6256855209.0,43066.0,-2878409910.0,-40259.0,-3328509025.0,-12083.0,-292798975.0,124191.0,3301867358.0,-12166.0,-3470942692.0,50135.0,560337863.0,-14153.0,-274648127.0,59
가구 제조업,892325,4612289563,50751280,-111424.0,-768275235.0,112145.0,765359059.0,3219.0,12190318.0,-1392.0,-28104212.0,-932.0,-11792300.0,-1393.0,-17212680.0,-466.0,-19464750.0,7402.0,88764260.0,0.0,0.0,-3305.0,-5417511.0,-635.0,-3856631.0,9
가전제품 및 정보통신장비 소매업,1625901,15143845715,12597600,-20009.0,-169894555.0,9313.0,71167315.0,16663.0,150119990.0,6555.0,59305580.0,0.0,0.0,6830.0,61976895.0,0.0,0.0,3278.0,28837515.0,0.0,0.0,-6109.0,-52771350.0,142.0,1378600.0,2
가정용 기기 제조업,781331,24702658570,1726205189,-6640.0,2515843248.0,-7751.0,-3273015023.0,9753.0,593994158.0,4848.0,224611708.0,2310.0,143385100.0,3825.0,240329800.0,0.0,0.0,4019.0,318360400.0,-5248.0,-332630650.0,1647.0,153234150.0,2991.0,9943467.0,8
"가죽, 가방 및 유사제품 제조업",476034,6786845660,94152410,7170.0,-42035725.0,-7289.0,21348175.0,1970.0,63828430.0,-510.0,-8085240.0,-1099.0,-14496840.0,-821.0,3685725.0,-19.0,-1093400.0,-2.0,-7285490.0,4421.0,91103675.0,-512.0,-23290960.0,-1339.0,-19849920.0,5
개인 및 가정용품 수리업,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
개인 및 가정용품 임대업,17214,429309875,46992400,650.0,16108550.0,4461.0,111270550.0,-5120.0,-127602850.0,-54.0,-1367350.0,-4571.0,-113857400.0,-260.0,-6513000.0,0.0,0.0,416.0,10387300.0,-43.0,-1069650.0,5.0,124250.0,4.0,99500.0,1
건물 건설업,32377972,307239464875,20084801107,-2783879.0,-28840268690.0,-185635.0,-6410797684.0,3171830.0,35118167682.0,1162595.0,11920029849.0,178297.0,2803410915.0,444543.0,4094780955.0,-18695.0,-52165205.0,697468.0,10278589140.0,707345.0,6067378153.0,-177603.0,295088227.0,-24713.0,-162189535.0,24
건물설비 설치 공사업,36299,260265475,2239310,-1753.0,30209175.0,5707.0,16000900.0,-3880.0,-46164760.0,-1138.0,-5046550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2742.0,-41118210.0,-75.0,27630.0,1.0,-72945.0,2
