날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-03-26,-299924291183,177144450507,3059800464740,-2937020624064,0,KOSPI
2026-03-26,-133682848705,-54592406286,484553980627,-296278725636,0,KOSDAQ
