날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-04-23,-296549298520,-72784790578,451363565012,-82029475914,0,KOSPI
2026-04-23,-149499400804,-29221887221,324888478827,-146167190802,0,KOSDAQ
