날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-01-28,-1402102942288,-211762959233,1213077810991,400788090530,0,KOSPI
2026-01-28,2302175215864,-142616127289,-2646198647575,486639559000,0,KOSDAQ
