Sector,거래량,거래대금,공매도거래대금,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금,종목수
1차 비철금속 제조업,30059398,248916138683,10297339165,1455479.0,25013750466.0,-1383790.0,-17326907476.0,-40678.0,-7240400380.0,3132.0,-4480435403.0,16835.0,1281292125.0,-12701.0,-832532655.0,-265.0,-31461300.0,-16576.0,-2183551100.0,-31155.0,-1000282147.0,-45268.0,-440700541.0,14257.0,-5742069.0,23
1차 철강 제조업,11882730,392218743506,24333045787,154114.0,24185885236.0,-341181.0,-22119898097.0,193055.0,-2637207466.0,58062.0,968640152.0,-503.0,-199362125.0,-67175.0,-8600991610.0,834.0,947488490.0,202822.0,3785997515.0,-1217.0,437496372.0,-30019.0,199371615.0,24031.0,371848712.0,59
가구 제조업,576830,2392550875,76213560,36919.0,28685157.0,-41364.0,-84805875.0,-14295.0,-161578191.0,497.0,3066964.0,-179.0,-918500.0,-44.0,-928710.0,-27.0,-1068850.0,-14066.0,-157658445.0,-476.0,-4070650.0,18222.0,211861913.0,518.0,5836996.0,9
가전제품 및 정보통신장비 소매업,135811,975547365,31180,18084.0,137063790.0,-14322.0,-111802480.0,-3692.0,-24815160.0,-464.0,-3604140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3228.0,-21210960.0,-37.0,-263970.0,-33.0,-182180.0,2
가정용 기기 제조업,555588,15266900099,1145355151,31572.0,-686553161.0,-42377.0,-305613246.0,13455.0,1011747060.0,2242.0,328739860.0,16.0,993100.0,2306.0,138575300.0,0.0,0.0,-10.0,-605100.0,8901.0,544046300.0,-2577.0,-11314483.0,-73.0,-8266170.0,8
"가죽, 가방 및 유사제품 제조업",460355,5079393340,64819950,3202.0,142156930.0,60238.0,613127830.0,-75041.0,-888397070.0,608.0,3923330.0,1140.0,13328200.0,-30932.0,-360807480.0,5.0,288300.0,-25662.0,-309181050.0,-20200.0,-235948370.0,11566.0,132737270.0,35.0,375040.0,5
개인 및 가정용품 수리업,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
개인 및 가정용품 임대업,20594,494420875,4248300,818.0,19867675.0,2070.0,49301700.0,-2983.0,-71442425.0,731.0,17451800.0,-3883.0,-92928525.0,64.0,1556300.0,0.0,0.0,0.0,0.0,105.0,2478000.0,24.0,572600.0,71.0,1700450.0,1
건물 건설업,16274011,191675786902,13276931340,682468.0,7466358684.0,-1254504.0,-12858478522.0,255655.0,2624561566.0,169230.0,1366715381.0,-80794.0,-1199001475.0,-83665.0,-616702350.0,67.0,213710.0,117441.0,1305578825.0,133833.0,1771570905.0,296675.0,2585143657.0,19706.0,182414615.0,24
건물설비 설치 공사업,101733,1524070940,244205,-10754.0,-110454670.0,7100.0,97700745.0,4591.0,30861220.0,4811.0,33787740.0,-23.0,-423390.0,0.0,0.0,0.0,0.0,0.0,0.0,-197.0,-2503130.0,-955.0,-18497690.0,18.0,390395.0,2
"건축기술, 엔지니어링 및 관련 기술 서비스업",7514187,179092535313,16459542374,180756.0,8159579888.0,1695.0,-439206260.0,-151204.0,-7792206189.0,-66775.0,-1542509009.0,3134.0,-89916580.0,-4515.0,-57855115.0,0.0,0.0,-75573.0,-4963504535.0,-6173.0,-1104695150.0,-20512.0,-13886377.0,-10735.0,85718938.0,16
"건축자재, 철물 및 난방장치 도매업",467765,773129170,899547,-15330.0,-25168053.0,14902.0,24454956.0,526.0,880524.0,616.0,1031184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.0,-150660.0,0.0,-2091.0,-98.0,-165336.0,1
"경비, 경호 및 탐정업",47580,3973030600,582500900,-4160.0,-345658500.0,13343.0,1106142500.0,-9130.0,-756013000.0,-9412.0,-783476700.0,-816.0,-68285900.0,-2210.0,-182934600.0,0.0,0.0,5229.0,437963300.0,-171.0,-14315200.0,-53.0,-4471000.0,0.0,0.0,1
고무제품 제조업,1969689,46510497954,4153231593,218040.0,9536239398.0,207995.0,8110372678.0,-414365.0,-17682481880.0,-44208.0,-2192370630.0,-45572.0,-2308548575.0,-138792.0,-7594889280.0,-944.0,-9117650.0,-222538.0,-4869754545.0,37687.0,-707812430.0,-11703.0,19990364.0,33.0,15879440.0,8
"곡물가공품, 전분 및 전분제품 제조업",16191286,23881454289,373457251,405468.0,925801250.0,-411233.0,-969063242.0,-6895.0,-47102156.0,-4696.0,-17005410.0,-1792.0,-1882344.0,-584.0,-69317720.0,71.0,-361522.0,288.0,42400800.0,-182.0,-935960.0,3302.0,85940552.0,9358.0,4423596.0,7
"골판지, 종이 상자 및 종이용기 제조업",1788551,5521295005,151772328,-201054.0,-673131056.0,99332.0,183406907.0,112890.0,429366644.0,108331.0,362790679.0,0.0,0.0,-105.0,-1197650.0,0.0,0.0,-4113.0,-12616345.0,8777.0,80389960.0,-14650.0,53558198.0,3482.0,6799307.0,9
"과실, 채소 가공 및 저장 처리업",336488,881100855,12731622,-72712.0,-218363626.0,71778.0,215167143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,1492951.0,555.0,1703532.0,3
광고업,1922801,13636847239,730930774,-59320.0,1075862972.0,-2859.0,-2051710880.0,44960.0,803300680.0,42456.0,794882732.0,-10542.0,-210449350.0,-6961.0,-130253300.0,0.0,0.0,-4888.0,-106923960.0,22344.0,407332188.0,18452.0,160312738.0,-1233.0,12234490.0,19
교육지원 서비스업,20974,56892511,932980,-336.0,-902793.0,341.0,919538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3100.0,-5.0,-13645.0,1
"구조용 금속제품, 탱크 및 증기발생기 제조업",11512420,147280066874,3761420633,897596.0,1689190808.0,-1129410.0,-12019006364.0,219983.0,10195727766.0,4052.0,385635816.0,4351.0,363132525.0,122515.0,4998585225.0,30.0,548075.0,64714.0,3055488375.0,24321.0,1392337750.0,10828.0,188097501.0,1003.0,-54009711.0,21
귀금속 및 장신용품 제조업,635280,1114618578,9406362,-59952.0,-105145895.0,63077.0,110882812.0,-2164.0,-2626742.0,-1823.0,-2075004.0,0.0,0.0,-182.0,-294476.0,0.0,0.0,0.0,0.0,-159.0,-257262.0,-9.0,-77256.0,-952.0,-3032919.0,2
그외 기타 개인 서비스업,291417,21769125347,1647190100,15546.0,1143855150.0,-26459.0,-1974741600.0,12221.0,929423850.0,1820.0,145347100.0,1056.0,79893500.0,-16.0,-1204100.0,0.0,0.0,9735.0,732081200.0,-374.0,-26692150.0,185.0,13884100.0,-1493.0,-112421500.0,1
그외 기타 운송장비 제조업,2076772,290233113857,50228386847,-195542.0,-56117366181.0,229338.0,62308303347.0,-35566.0,-6129577291.0,31122.0,7439491409.0,-398.0,-92868750.0,-4826.0,-1009607510.0,0.0,0.0,3987.0,2676125320.0,-65446.0,-15141564760.0,1026.0,271650585.0,744.0,-333010460.0,5
"그외 기타 전문, 과학 및 기술 서비스업",3306921,51471512376,1288763996,-122841.0,-8599424685.0,215592.0,2737838162.0,-51201.0,6302323372.0,-142483.0,804245257.0,-577.0,-39537650.0,42042.0,2831463800.0,0.0,0.0,17300.0,790924040.0,22517.0,1833528390.0,-39488.0,-372927867.0,-2062.0,-67808982.0,16
그외 기타 제품 제조업,1925801,7442773281,48462018,-153275.0,120755545.0,164361.0,-262602906.0,10165.0,247316200.0,50.0,1201600.0,0.0,0.0,10218.0,248591100.0,0.0,0.0,0.0,0.0,-103.0,-2476500.0,-34906.0,-109866254.0,13655.0,4397415.0,10
금속 주조업,729526,1117028141,57608580,-45135.0,-84363068.0,43958.0,82811689.0,374.0,486948.0,374.0,486948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3136.0,803.0,1067567.0,3
금융 지원 서비스업,209258113,1016724782354,52449160880,-3977809.0,26650146668.0,3608227.0,-33465335473.0,492161.0,5835941078.0,221924.0,12482725022.0,-27378.0,1205784855.0,-30355.0,-3814401998.0,267.0,17301450.0,38130.0,134482147.0,288759.0,-4240114398.0,-166275.0,1483968884.0,43696.0,-504721157.0,86
기계장비 및 관련 물품 도매업,12324583,135379330849,9392434592,-919455.0,-3543638406.0,868174.0,-10042890542.0,46812.0,12346559623.0,71168.0,8698576464.0,3697.0,106754650.0,4987.0,1005711300.0,174.0,35654500.0,-55259.0,1548865089.0,21973.0,936265620.0,2838.0,1319058448.0,1631.0,-79089123.0,24
기록매체 복제업,112531,166911294,2688682,-4655.0,-6896349.0,5311.0,7867764.0,-574.0,-850005.0,-574.0,-850005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-82.0,-121410.0,1
기반조성 및 시설물 축조관련 전문공사업,282890,1845808846,74900415,-25116.0,85034006.0,20342.0,-131287881.0,886.0,11997455.0,1071.0,15029265.0,0.0,0.0,-18.0,-295740.0,0.0,0.0,-93.0,-1523070.0,-74.0,-1213000.0,4478.0,41060700.0,-590.0,-6804280.0,3
기초 의약물질 제조업,12733133,699816583778,38911519477,-124803.0,8034549313.0,288354.0,7366860668.0,-60560.0,-8854088853.0,-127642.0,-14132020538.0,30007.0,2335743070.0,43425.0,706906980.0,253.0,49730200.0,74110.0,5510522675.0,-80861.0,-3329607670.0,-88658.0,-4599956640.0,-14333.0,-1947364488.0,45
기초 화학물질 제조업,46813559,1497943957731,105139115984,1159588.0,87417271492.0,-724868.0,-37968498969.0,-317848.0,-45442882270.0,-194428.0,-7291763110.0,12963.0,-3377319945.0,-147834.0,-13229421380.0,-192.0,-16748700.0,55645.0,-20384823155.0,4567.0,-695906980.0,-98019.0,-3033861976.0,-18853.0,-972028277.0,50
기타 과학기술 서비스업,2437682,26387766161,330509630,215366.0,1371313340.0,-217081.0,-1224571670.0,531.0,3211580.0,531.0,3211580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.0,-130862790.0,1273.0,-19090460.0,5
기타 교육기관,20346,337332170,36385200,756.0,74339500.0,-785.0,-75491590.0,76.0,2141400.0,2.0,55550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,2085850.0,-56.0,-1026680.0,9.0,37370.0,2
기타 금속 가공제품 제조업,9738437,104506379307,732880105,297852.0,-2265259277.0,-148703.0,699110384.0,-173521.0,1316741601.0,-198362.0,-1293077139.0,7575.0,272288660.0,-12612.0,395521485.0,0.0,0.0,49546.0,1724840425.0,-19888.0,209193170.0,23285.0,243064371.0,1087.0,6342921.0,26
기타 금융업,55990543,2432852472969,174547337515,186701.0,77843583453.0,-433112.0,20886020018.0,-50161.0,-108355509787.0,-422477.0,-59399710926.0,-130688.0,-17262797690.0,-148937.0,-29562555514.0,2185.0,267870504.0,-259779.0,-36411251220.0,356210.0,-5081142071.0,271293.0,10891127620.0,25279.0,-1265221304.0,102
