날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-03-17,734056815711,15194764273,-575205789665,-174045790319,0,KOSPI
2026-03-17,-35904078349,-43559786056,137966797811,-58502933406,0,KOSDAQ
