티커,공매도잔고,상장주식수,공매도금액,시가총액,비중,시장
095570,107990,45252759,462737150,193908072315.0,0.24,KOSPI
006840,0,13247561,0,78293085510.0,0.0,KOSPI
027410,135624,95716791,541139760,381909996090.0,0.14,KOSPI
282330,83659,17283906,10340252400,2136290781600.0,0.48,KOSPI
138930,157285,310327033,2807537250,5539337539050.0,0.05,KOSPI
001460,6211,6246150,214590050,215804482500.0,0.1,KOSPI
001465,0,2153850,0,50184705000.0,0.0,KOSPI
001040,463356,29176998,65889223200,4148969115600.0,1.59,KOSPI
079160,3046903,165582471,13543483835,736014083595.0,1.84,KOSPI
00104K,0,4226512,0,588330470400.0,0.0,KOSPI
000120,50072,22812344,3700320800,1685832221600.0,0.22,KOSPI
011150,343427,35930773,709176755,74197046245.0,0.96,KOSPI
011155,0,200000,0,1504000000.0,0.0,KOSPI
001045,0,2260223,0,150078807200.0,0.0,KOSPI
097950,36598,15054186,6990218000,2875349526000.0,0.24,KOSPI
097955,0,1327433,0,162743285800.0,0.0,KOSPI
000480,0,46890490,0,232107925500.0,0.0,KOSPI
000590,0,1154482,0,80929188200.0,0.0,KOSPI
012030,1702129,201173933,2731917045,322884162465.0,0.85,KOSPI
005830,6578,65500349,1024852400,10204954374200.0,0.01,KOSPI
016610,11340,42446389,108183600,404938551060.0,0.03,KOSPI
000990,362532,43504588,44192650800,5303209277200.0,0.83,KOSPI
000300,0,41437055,0,174035631000.0,0.0,KOSPI
001530,341144,20715621,7948655200,482673969300.0,1.65,KOSPI
015590,549906,53396308,1146554010,111331302180.0,1.03,KOSPI
000210,12677,20955884,578705050,956636104600.0,0.06,KOSPI
000215,0,1686115,0,34986886250.0,0.0,KOSPI
375500,697006,38693623,44120479800,2449306335900.0,1.8,KOSPI
37550L,0,2111951,0,88701942000.0,0.0,KOSPI
37550K,0,2113885,0,48196578000.0,0.0,KOSPI
007340,322687,58510865,11568328950,2097614510250.0,0.55,KOSPI
004840,0,19272364,0,83256612480.0,0.0,KOSPI
155660,0,16000000,0,71840000000.0,0.0,KOSPI
069730,0,14400000,0,79488000000.0,0.0,KOSPI
017860,237188,17759139,2850999760,213464850780.0,1.34,KOSPI
092780,0,13168460,0,44838606300.0,0.0,KOSPI
017940,3979,6860000,337021300,581042000000.0,0.06,KOSPI
365550,4113236,246089000,13573678800,812093700000.0,1.67,KOSPI
383220,103659,38307075,8043938400,2972629020000.0,0.27,KOSPI
007700,0,39114367,0,598840958770.0,0.0,KOSPI
114090,177572,61855670,1837870200,640206184500.0,0.29,KOSPI
078930,0,92895495,0,7450218699000.0,0.0,KOSPI
006360,3034817,85581490,96658921450,2725770456500.0,3.55,KOSPI
001250,180987,82533764,485045160,221190487520.0,0.22,KOSPI
007070,175241,83607415,4547503950,2169612419250.0,0.21,KOSPI
078935,0,1779676,0,95924536400.0,0.0,KOSPI
499790,57882,19830841,2393420700,820005275350.0,0.29,KOSPI
012630,51643,59741721,1048352900,1212756936300.0,0.09,KOSPI
039570,0,25957601,0,197796919620.0,0.0,KOSPI
089470,0,31900000,0,122974500000.0,0.0,KOSPI
267270,20633,47921897,2688479900,6244223179100.0,0.04,KOSPI
009540,141886,70773116,48312183000,24098245998000.0,0.2,KOSPI
267250,5938,78993085,1184631000,15759120457500.0,0.01,KOSPI
443060,94015,44833460,18539758000,8841158312000.0,0.21,KOSPI
071970,10709,33921495,659674400,2089564092000.0,0.03,KOSPI
322000,89286,11200000,10178604000,1276800000000.0,0.8,KOSPI
267260,156769,36047135,133410419000,30676111885000.0,0.43,KOSPI
329180,2415311,104961225,1217316744000,52900457400000.0,2.3,KOSPI
097230,1261738,90295344,22370614740,1600936449120.0,1.4,KOSPI
014790,0,37858601,0,97296604570.0,0.0,KOSPI
003580,0,50663505,0,60137580435.0,0.0,KOSPI
204320,405987,46957120,20116655850,2326725296000.0,0.86,KOSPI
060980,26371,9078847,1020557700,351351378900.0,0.29,KOSPI
011200,10414061,943237970,205573564140,18619517527800.0,1.1,KOSPI
035000,0,16207644,0,100487392800.0,0.0,KOSPI
002460,0,10150000,0,112563500000.0,0.0,KOSPI
487570,24745,3725927,1104864250,166362640550.0,0.66,KOSPI
298050,110365,4479948,16466458000,668408241600.0,2.46,KOSPI
015360,16707,27250000,241917360,394580000000.0,0.06,KOSPI
294870,42330,65907330,753474000,1173150474000.0,0.06,KOSPI
175330,799098,188253584,20816502900,4904005863200.0,0.42,KOSPI
234080,64443,15834554,734005770,180355570060.0,0.41,KOSPI
001060,19921,23285930,498025000,582148250000.0,0.09,KOSPI
001067,0,209973,0,9070833600.0,0.0,KOSPI
001065,0,341951,0,6975800400.0,0.0,KOSPI
096760,0,73924942,0,288676898510.0,0.0,KOSPI
008970,1093177,103766907,1268085320,120369612120.0,1.05,KOSPI
105560,27000,354687734,4978800000,65404418149600.0,0.01,KOSPI
415640,0,122545548,0,1340648295120.0,0.0,KOSPI
432320,84207,150764285,118563456,212276113280.0,0.06,KOSPI
002380,0,8592896,0,3896878336000.0,0.0,KOSPI
344820,55657,15970512,1227236850,352149789600.0,0.35,KOSPI
009070,128297,30000000,524734730,122700000000.0,0.43,KOSPI
009440,0,23239141,0,17568790596.0,0.0,KOSPI
119650,0,109785309,0,100782913662.0,0.0,KOSPI
092220,663937,40152628,2144516510,129692988440.0,1.65,KOSPI
003620,719865,202374912,2080409850,584863495680.0,0.36,KOSPI
016380,395709,100008897,2057686800,520046264400.0,0.4,KOSPI
001390,252865,67233030,1077204900,286412707800.0,0.38,KOSPI
001940,16702,14176380,417550000,354409500000.0,0.12,KOSPI
025000,0,4378709,0,222000546300.0,0.0,KOSPI
092230,0,4224646,0,363319556000.0,0.0,KOSPI
000040,0,86375184,0,23062174128.0,0.0,KOSPI
044450,126048,23085880,1198716480,219546718800.0,0.55,KOSPI
030200,1110776,252021685,60204059200,13659575327000.0,0.44,KOSPI
033780,0,103810456,0,18011114116000.0,0.0,KOSPI
058850,261483,41404450,593566410,93988101500.0,0.63,KOSPI
058860,0,34802000,0,89615150000.0,0.0,KOSPI
093050,8883,29240000,204309000,672520000000.0,0.03,KOSPI
003550,1718853,151192004,174119808900,15315750005200.0,1.14,KOSPI
034220,21151688,500000000,232880084880,5505000000000.0,4.23,KOSPI
051900,75781,14975523,18566345000,3669003135000.0,0.51,KOSPI
051905,0,2096259,0,203337123000.0,0.0,KOSPI
064400,324161,96885948,23047847100,6888590902800.0,0.33,KOSPI
373220,3459292,234000000,1127729192000,76284000000000.0,1.48,KOSPI
003555,0,3011199,0,196631294700.0,0.0,KOSPI
032640,3085135,424427732,46153619600,6349438870720.0,0.73,KOSPI
011070,16301,23667107,12095342000,17560993394000.0,0.07,KOSPI
066570,1794212,162884638,327264268800,29710157971200.0,1.1,KOSPI
