티커,공매도잔고,상장주식수,공매도금액,시가총액,비중,시장
095570,107990,45252759,423860750,177617079075.0,0.24,KOSPI
006840,0,13247561,0,74186341600.0,0.0,KOSPI
027410,169533,95716791,620490780,350323455060.0,0.18,KOSPI
282330,61148,17283906,7074823600,1999747924200.0,0.35,KOSPI
138930,94155,310327033,1495181400,4927993284040.0,0.03,KOSPI
001460,6211,6246150,197199250,198315262500.0,0.1,KOSPI
001465,0,2153850,0,46953930000.0,0.0,KOSPI
001040,511097,29176998,76664550000,4376549700000.0,1.75,KOSPI
079160,2903906,165582471,12515834860,713660450010.0,1.75,KOSPI
00104K,695,4226512,102999000,626369078400.0,0.02,KOSPI
000120,64058,22812344,4599364400,1637926299200.0,0.28,KOSPI
011150,405311,35930773,736855398,65322145314.0,1.13,KOSPI
011155,0,200000,0,1640000000.0,0.0,KOSPI
001045,0,2260223,0,150982896400.0,0.0,KOSPI
097950,48391,15054186,8589402500,2672118015000.0,0.32,KOSPI
097955,0,1327433,0,155575147600.0,0.0,KOSPI
000480,0,46890490,0,218744135850.0,0.0,KOSPI
000590,0,1154482,0,77465742200.0,0.0,KOSPI
012030,1819397,201173933,3344051686,369757688854.0,0.9,KOSPI
005830,6578,65500349,865007000,8613295893500.0,0.01,KOSPI
016610,12346,42446389,109509020,376499470430.0,0.03,KOSPI
000990,1537641,43504588,243408570300,6886776280400.0,3.53,KOSPI
000300,0,41437055,0,174035631000.0,0.0,KOSPI
001530,301575,20715621,6167208750,423634449450.0,1.46,KOSPI
015590,518094,53396308,1036188000,106792616000.0,0.97,KOSPI
000210,13485,20955884,556256250,864430215000.0,0.06,KOSPI
000215,0,1686115,0,33890911500.0,0.0,KOSPI
375500,850470,38693623,50858106000,2313878655400.0,2.2,KOSPI
37550L,0,2111951,0,82788479200.0,0.0,KOSPI
37550K,0,2113885,0,43651725250.0,0.0,KOSPI
007340,312501,58510865,11484411750,2150274288750.0,0.53,KOSPI
004840,0,19272364,0,79305777860.0,0.0,KOSPI
155660,0,16000000,0,64560000000.0,0.0,KOSPI
069730,0,14400000,0,72576000000.0,0.0,KOSPI
017860,295024,17759139,3198060160,192509066760.0,1.66,KOSPI
092780,0,13168460,0,44443552500.0,0.0,KOSPI
017940,4824,6860000,367588800,522732000000.0,0.07,KOSPI
365550,3605614,246089000,12367256020,844085270000.0,1.47,KOSPI
383220,74472,38307075,5473692000,2815570012500.0,0.19,KOSPI
007700,0,39114367,0,564420315810.0,0.0,KOSPI
114090,230693,61855670,2389979480,640824741200.0,0.37,KOSPI
078930,0,92895495,0,5805968437500.0,0.0,KOSPI
006360,3390559,85581490,79000024700,1994048717000.0,3.96,KOSPI
001250,362111,82533764,898035280,204683734720.0,0.44,KOSPI
007070,92305,83607415,1979942250,1793379051750.0,0.11,KOSPI
078935,0,1779676,0,89695670400.0,0.0,KOSPI
499790,4500,19830841,151650000,668299341700.0,0.02,KOSPI
012630,108769,59741721,2080750970,1142859122730.0,0.18,KOSPI
039570,17134,25957601,126106240,191047943360.0,0.07,KOSPI
089470,0,31900000,0,117073000000.0,0.0,KOSPI
267270,16349,47921897,1801659800,5280993049400.0,0.03,KOSPI
009540,152472,70773116,52679076000,24452111578000.0,0.22,KOSPI
267250,0,78993085,0,15221967479500.0,0.0,KOSPI
443060,162558,44833460,35193807000,9706444090000.0,0.36,KOSPI
071970,33526,33921495,1857340400,1879250823000.0,0.1,KOSPI
322000,79098,11200000,9309834600,1318240000000.0,0.71,KOSPI
267260,229471,36047135,202622893000,31829620205000.0,0.64,KOSPI
329180,2608130,104961225,1470985320000,59198130900000.0,2.48,KOSPI
097230,703334,90295344,14523847100,1864598853600.0,0.78,KOSPI
014790,0,37858601,0,87642661315.0,0.0,KOSPI
003580,0,50663505,0,73462082250.0,0.0,KOSPI
204320,340595,46957120,15565191500,2145940384000.0,0.73,KOSPI
060980,17408,9078847,678041600,353621090650.0,0.19,KOSPI
011200,10835811,943237970,198403699410,17270687230700.0,1.15,KOSPI
035000,0,16207644,0,113453508000.0,0.0,KOSPI
002460,0,10150000,0,109924500000.0,0.0,KOSPI
487570,24143,3725927,1065913450,164499677050.0,0.65,KOSPI
298050,91407,4479948,14405743200,706039804800.0,2.04,KOSPI
015360,0,27250000,0,373597500000.0,0.0,KOSPI
294870,80437,65907330,1424539270,1167218814300.0,0.12,KOSPI
175330,773443,188253584,17673172550,4301594394400.0,0.41,KOSPI
234080,60882,15834554,668484360,173863402920.0,0.38,KOSPI
001060,19920,23285930,480072000,561190913000.0,0.09,KOSPI
001067,0,209973,0,9049836300.0,0.0,KOSPI
001065,0,341951,0,6839020000.0,0.0,KOSPI
096760,0,73924942,0,264651292360.0,0.0,KOSPI
008970,1658248,103766907,1974973368,123586386237.0,1.6,KOSPI
105560,35788,354687734,5343148400,52954878686200.0,0.01,KOSPI
415640,0,122545548,0,1231582757400.0,0.0,KOSPI
432320,0,150764285,0,191018349095.0,0.0,KOSPI
002380,4644,8592896,2296458000,4249187072000.0,0.05,KOSPI
344820,81302,15970512,1727667500,339373380000.0,0.51,KOSPI
009070,125757,30000000,485422020,115800000000.0,0.42,KOSPI
009440,0,23239141,0,17568790596.0,0.0,KOSPI
119650,0,109785309,0,100782913662.0,0.0,KOSPI
092220,591944,40152628,2080683160,141136487420.0,1.47,KOSPI
003620,900661,202374912,2382248345,535281642240.0,0.45,KOSPI
016380,231045,100008897,1166777250,505044929850.0,0.23,KOSPI
001390,398885,67233030,1551662650,261536486700.0,0.59,KOSPI
001940,15432,14176380,371139600,340941939000.0,0.11,KOSPI
025000,0,4378709,0,208864419300.0,0.0,KOSPI
092230,0,4224646,0,331634711000.0,0.0,KOSPI
000040,0,86375184,0,22284797472.0,0.0,KOSPI
044450,126418,23085880,1145347080,209158072800.0,0.55,KOSPI
030200,1206038,252021685,62955183600,13155531957000.0,0.48,KOSPI
033780,63668,103810456,10658023200,17377870334400.0,0.06,KOSPI
058850,298343,41404450,656354600,91089790000.0,0.72,KOSPI
