티커,공매도잔고,상장주식수,공매도금액,시가총액,비중,시장
095570,107990,45252759,458417550,192097961955.0,0.24,KOSPI
006840,0,13247561,0,85181817230.0,0.0,KOSPI
027410,86709,95716791,345968910,381909996090.0,0.09,KOSPI
282330,38274,17283906,4723011600,2132834000400.0,0.22,KOSPI
138930,121363,310327033,2189388520,5598299675320.0,0.04,KOSPI
001460,6211,6246150,203099700,204249105000.0,0.1,KOSPI
001465,0,2153850,0,50400090000.0,0.0,KOSPI
001040,424577,29176998,56129079400,3857199135600.0,1.46,KOSPI
079160,3082814,165582510,14967061970,803903086050.0,1.86,KOSPI
00104K,0,4226512,0,552405118400.0,0.0,KOSPI
000120,46179,22812344,3569636700,1763394191200.0,0.2,KOSPI
011150,307844,35930773,620305660,72400507595.0,0.86,KOSPI
011155,0,200000,0,1356000000.0,0.0,KOSPI
001045,0,2260223,0,153921186300.0,0.0,KOSPI
097950,47213,15054186,9164043300,2922017502600.0,0.31,KOSPI
097955,1005,1327433,124117500,163937975500.0,0.08,KOSPI
000480,0,46890490,0,219681945650.0,0.0,KOSPI
000590,0,1154482,0,78042983200.0,0.0,KOSPI
012030,1159142,201173933,1789715248,310612552552.0,0.58,KOSPI
005830,6578,65500349,1104446200,10997508597100.0,0.01,KOSPI
016610,14545,42446389,128723250,375650542650.0,0.03,KOSPI
000990,345293,43504588,34529300000,4350458800000.0,0.79,KOSPI
000300,0,41437055,0,174035631000.0,0.0,KOSPI
001530,376192,20715621,9066227200,499246466100.0,1.82,KOSPI
015590,554046,53396308,1024985100,98783169800.0,1.04,KOSPI
000210,17167,20955884,866933500,1058272142000.0,0.08,KOSPI
000215,0,1686115,0,36757307000.0,0.0,KOSPI
375500,588961,38693623,37222335200,2445436973600.0,1.52,KOSPI
37550L,0,2111951,0,88701942000.0,0.0,KOSPI
37550K,0,2113885,0,47879495250.0,0.0,KOSPI
007340,279843,58510865,10885892700,2276072648500.0,0.48,KOSPI
004840,0,19272364,0,83931145220.0,0.0,KOSPI
155660,0,16000000,0,75040000000.0,0.0,KOSPI
069730,0,14400000,0,83088000000.0,0.0,KOSPI
017860,187608,17759139,2185633200,206893969350.0,1.06,KOSPI
092780,0,13168460,0,43587602600.0,0.0,KOSPI
017940,0,6860000,0,648956000000.0,0.0,KOSPI
365550,3717124,246089000,12303680440,814554590000.0,1.51,KOSPI
383220,92907,38307075,7070222700,2915168407500.0,0.24,KOSPI
007700,10107,39114367,140790510,544863132310.0,0.03,KOSPI
114090,148311,61855670,1410437610,588247421700.0,0.24,KOSPI
