티커,공매도잔고,상장주식수,공매도금액,시가총액,비중,시장
095570,107990,45252759,450858250,188930268825.0,0.24,KOSPI
006840,0,13247561,0,83459634300.0,0.0,KOSPI
027410,179016,95716791,721434480,385738667730.0,0.19,KOSPI
282330,39443,17283906,4524112100,1982464018200.0,0.23,KOSPI
138930,57285,310327033,1016235900,5505201565420.0,0.02,KOSPI
001460,6211,6246150,214279500,215492175000.0,0.1,KOSPI
001465,0,2153850,0,50507782500.0,0.0,KOSPI
001040,515561,29176998,91872970200,5199341043600.0,1.77,KOSPI
079160,2455762,165582471,11026371380,743465294790.0,1.48,KOSPI
00104K,0,4226512,0,701178340800.0,0.0,KOSPI
000120,35526,22812344,2852737800,1831831223200.0,0.16,KOSPI
011150,408734,35930773,815424330,71681892135.0,1.14,KOSPI
011155,0,200000,0,1874000000.0,0.0,KOSPI
001045,0,2260223,0,166352412800.0,0.0,KOSPI
097950,52436,15054186,10135878800,2909974153800.0,0.35,KOSPI
097955,0,1327433,0,163407002300.0,0.0,KOSPI
000480,0,46890490,0,221557565250.0,0.0,KOSPI
000590,0,1154482,0,84046289600.0,0.0,KOSPI
012030,1535322,201173933,2824992480,370160036720.0,0.76,KOSPI
005830,6578,65500349,953152200,9491000570100.0,0.01,KOSPI
016610,10971,42446389,109819710,424888353890.0,0.03,KOSPI
000990,1298010,43504588,202619361000,6791066186800.0,2.98,KOSPI
000300,0,41437055,0,174035631000.0,0.0,KOSPI
001530,253285,20715621,5660919750,462994129350.0,1.22,KOSPI
015590,465051,53396308,971956590,111598283720.0,0.87,KOSPI
000210,13197,20955884,653911350,1038364052200.0,0.06,KOSPI
000215,0,1686115,0,37937587500.0,0.0,KOSPI
375500,985437,38693623,72823794300,2859458739700.0,2.55,KOSPI
37550L,0,2111951,0,101796038200.0,0.0,KOSPI
37550K,0,2113885,0,52107265250.0,0.0,KOSPI
007340,320956,58510865,13496199800,2460381873250.0,0.55,KOSPI
004840,0,19272364,0,81522099720.0,0.0,KOSPI
155660,0,16000000,0,65440000000.0,0.0,KOSPI
069730,0,14400000,0,72432000000.0,0.0,KOSPI
017860,430671,17759139,5715004170,235663774530.0,2.43,KOSPI
092780,0,13168460,0,51554520900.0,0.0,KOSPI
017940,12208,6860000,1016926400,571438000000.0,0.18,KOSPI
365550,3316605,246089000,12205106400,905607520000.0,1.35,KOSPI
383220,37848,38307075,3077042400,3114365197500.0,0.1,KOSPI
007700,0,39114367,0,619180429610.0,0.0,KOSPI
114090,188984,61855670,2169536320,710103091600.0,0.31,KOSPI
078930,0,92895495,0,6502684650000.0,0.0,KOSPI
006360,3817066,85581490,101343102300,2272188559500.0,4.46,KOSPI
001250,340167,82533764,986484300,239347915600.0,0.41,KOSPI
007070,106008,83607415,2464686000,1943872398750.0,0.13,KOSPI
078935,0,1779676,0,93432990000.0,0.0,KOSPI
499790,11724,19830841,485373600,820996817400.0,0.06,KOSPI
012630,120329,59741721,2478777400,1230679452600.0,0.2,KOSPI
039570,14444,25957601,112085440,201430983760.0,0.06,KOSPI
089470,0,31900000,0,128876000000.0,0.0,KOSPI
267270,27861,47921897,3808598700,6550923319900.0,0.06,KOSPI
009540,188940,70773116,79165860000,29653935604000.0,0.27,KOSPI
267250,0,78993085,0,18207906092500.0,0.0,KOSPI
443060,103143,44833460,23207175000,10087528500000.0,0.23,KOSPI
071970,18496,33921495,1246630400,2286308763000.0,0.05,KOSPI
322000,115497,11200000,16169580000,1568000000000.0,1.03,KOSPI
267260,229357,36047135,247246846000,38858811530000.0,0.64,KOSPI
329180,2858988,104961225,1906944996000,70009137075000.0,2.72,KOSPI
097230,548915,90295344,12240804500,2013586171200.0,0.61,KOSPI
014790,0,37858601,0,99000241615.0,0.0,KOSPI
003580,0,50663505,0,77261845125.0,0.0,KOSPI
204320,235439,46957120,15374166700,3066299936000.0,0.5,KOSPI
060980,0,9078847,0,388574651600.0,0.0,KOSPI
011200,10036052,943237970,202226447800,19006245095500.0,1.06,KOSPI
035000,0,16207644,0,114425966640.0,0.0,KOSPI
002460,0,10150000,0,135198000000.0,0.0,KOSPI
487570,21039,3725927,1081404600,191512647800.0,0.56,KOSPI
298050,84281,4479948,15844828000,842230224000.0,1.88,KOSPI
015360,0,27250000,0,398667500000.0,0.0,KOSPI
294870,57316,65907330,1172112200,1347804898500.0,0.09,KOSPI
175330,501565,188253584,13090846500,4913418542400.0,0.27,KOSPI
234080,60632,15834554,688779520,179880533440.0,0.38,KOSPI
001060,19921,23285930,531890700,621734331000.0,0.09,KOSPI
001067,0,209973,0,9448785000.0,0.0,KOSPI
001065,0,341951,0,6873215100.0,0.0,KOSPI
096760,0,73924942,0,280175530180.0,0.0,KOSPI
008970,1678579,103766907,2323153336,143613399288.0,1.62,KOSPI
105560,7707,354687734,1220018100,56147068292200.0,0.0,KOSPI
415640,16174,122545548,161901740,1226680935480.0,0.01,KOSPI
432320,0,150764285,0,200667263335.0,0.0,KOSPI
002380,6045,8592896,3167580000,4502677504000.0,0.07,KOSPI
344820,67845,15970512,1567219500,368918827200.0,0.42,KOSPI
009070,125422,30000000,533670610,127650000000.0,0.42,KOSPI
009440,0,23239141,0,17568790596.0,0.0,KOSPI
119650,0,109785309,0,100782913662.0,0.0,KOSPI
092220,552505,40152628,1994543050,144950987080.0,1.38,KOSPI
003620,758183,202374912,2289712660,611172234240.0,0.37,KOSPI
016380,98929,100008897,548066660,554049289380.0,0.1,KOSPI
001390,390780,67233030,1742878800,299859313800.0,0.58,KOSPI
001940,10241,14176380,246808100,341650758000.0,0.07,KOSPI
025000,0,4378709,0,218716514550.0,0.0,KOSPI
092230,0,4224646,0,345576042800.0,0.0,KOSPI
000040,0,86375184,0,26517181488.0,0.0,KOSPI
044450,132404,23085880,1261810120,220008436400.0,0.57,KOSPI
030200,1257191,252021685,67008280300,13432755810500.0,0.5,KOSPI
033780,164123,103810456,29542140000,18685882080000.0,0.16,KOSPI
058850,297190,41404450,693938650,96679390750.0,0.72,KOSPI
058860,54172,34802000,138680320,89093120000.0,0.16,KOSPI
093050,0,29240000,0,643280000000.0,0.0,KOSPI
003550,1938273,151192004,211077929700,16464809235600.0,1.28,KOSPI
034220,16210962,500000000,219982754340,6785000000000.0,3.24,KOSPI
051900,110500,14975523,26022750000,3526735666500.0,0.74,KOSPI
051905,0,2096259,0,206062259700.0,0.0,KOSPI
064400,605202,96885948,51926331600,8312814338400.0,0.62,KOSPI
373220,3125057,234000000,1264085556500,94653000000000.0,1.34,KOSPI
003555,0,3011199,0,202051452900.0,0.0,KOSPI
032640,2871665,424427732,42242192150,6243331937720.0,0.68,KOSPI
011070,61459,23667107,70370555000,27098837515000.0,0.26,KOSPI
066570,1718525,162884638,363468037500,34450100937000.0,1.06,KOSPI
066575,0,17181299,0,1237053528000.0,0.0,KOSPI
037560,177072,77446865,353789856,154738836270.0,0.23,KOSPI
051910,32244,70592343,10898472000,23860211934000.0,0.05,KOSPI
051915,0,7688800,0,1230208000000.0,0.0,KOSPI
079550,13108,22000000,11168016000,18744000000000.0,0.06,KOSPI
006260,0,31200000,0,12792000000000.0,0.0,KOSPI
010120,246471,150000000,63835989000,38850000000000.0,0.16,KOSPI
000680,0,78803016,0,238773138480.0,0.0,KOSPI
229640,93511,30624879,5704171000,1868117619000.0,0.31,KOSPI
108320,128900,16264300,5987405000,755476735000.0,0.79,KOSPI
001120,8347,38760000,310091050,1439934000000.0,0.02,KOSPI
108670,30087,8967670,965792700,287862207000.0,0.34,KOSPI
108675,0,1032330,0,16475986800.0,0.0,KOSPI
383800,253094,76280690,1966540380,592700961300.0,0.33,KOSPI
38380K,0,1465285,0,11370611600.0,0.0,KOSPI
023150,48000,7378526,196800000,30251956600.0,0.65,KOSPI
035420,980695,156887668,225069502500,36005719806000.0,0.63,KOSPI
036570,76857,21544022,21289389000,5967694094000.0,0.36,KOSPI
181710,96382,32753139,3676973300,1249532252850.0,0.29,KOSPI
400760,0,54929275,0,167259642375.0,0.0,KOSPI
005940,1761744,356344369,56375808000,11403019808000.0,0.49,KOSPI
005945,0,18870968,0,461395167600.0,0.0,KOSPI
338100,0,18660000,0,68762100000.0,0.0,KOSPI
034310,67251,36757157,776749050,424545163350.0,0.18,KOSPI
030190,354187,58911527,4916115560,817691994760.0,0.6,KOSPI
008260,201206,28600117,600599910,85371349245.0,0.7,KOSPI
004250,33483,36720000,103127640,113097600000.0,0.09,KOSPI
004255,0,5280000,0,10771200000.0,0.0,KOSPI
456040,10512,8952495,1042790400,888087504000.0,0.12,KOSPI
010060,379151,18670232,97252231500,4788914508000.0,2.03,KOSPI
178920,79040,29366322,1675648000,622566026400.0,0.27,KOSPI
001340,495281,45028089,2941969140,267466848660.0,1.1,KOSPI
005490,109871,79241527,39169011500,28249604375500.0,0.14,KOSPI
010950,506624,112582792,53347507200,11854967997600.0,0.45,KOSPI
010955,0,4021927,0,215977479900.0,0.0,KOSPI
034120,0,18551238,0,228180227400.0,0.0,KOSPI
003080,0,20020000,0,44144100000.0,0.0,KOSPI
005090,42032,14409333,2034348800,697411717200.0,0.29,KOSPI
001380,0,22482071,0,32059433246.0,0.0,KOSPI
004060,44204,20242496,119350800,54654739200.0,0.22,KOSPI
001770,0,1214878,0,13485145800.0,0.0,KOSPI
002360,0,11113373,0,19981844654.0,0.0,KOSPI
009160,0,65370968,0,280768307560.0,0.0,KOSPI
033530,142322,27820961,935055540,182783713770.0,0.51,KOSPI
123700,89751,15604898,294832035,51262089930.0,0.58,KOSPI
025530,0,14934008,0,52119687920.0,0.0,KOSPI
034730,0,72502703,0,52491956972000.0,0.0,KOSPI
011790,1294300,49598298,154798280000,5931956440800.0,2.61,KOSPI
018670,65337,9257244,14080123500,1994936082000.0,0.71,KOSPI
001740,4272027,200593889,44557241610,2092194262270.0,2.13,KOSPI
006120,77970,17413751,3508650000,783618795000.0,0.45,KOSPI
006125,0,1231705,0,46804790000.0,0.0,KOSPI
210980,60361,18617382,697773160,215216935920.0,0.32,KOSPI
395400,1613841,301017620,9666907590,1803095543800.0,0.54,KOSPI
302440,1296020,78456553,50091173000,3032345773450.0,1.65,KOSPI
326030,188541,78313250,16403067000,6813252750000.0,0.24,KOSPI
402340,5922,131958386,10541160000,234885927080000.0,0.0,KOSPI
361610,1925334,81787100,35868972420,1523693673000.0,2.35,KOSPI
100090,2585300,62478129,42011125000,1015269596250.0,4.14,KOSPI
03473K,494,566135,217607000,249382467500.0,0.09,KOSPI
096770,241964,169052788,24777113600,17311005491200.0,0.14,KOSPI
096775,0,1248426,0,75404930400.0,0.0,KOSPI
475150,792705,34067004,34244856000,1471694572800.0,2.33,KOSPI
001510,5866267,231295085,16777523620,661503943100.0,2.54,KOSPI
001515,0,1956257,0,9116157620.0,0.0,KOSPI
285130,88405,17298766,3894240250,762010642300.0,0.51,KOSPI
28513K,0,2115429,0,46116352200.0,0.0,KOSPI
017670,125914,214790053,11949238600,20383576029700.0,0.06,KOSPI
000660,5741,712702365,15868124000,1969909336860000.0,0.0,KOSPI
003570,233943,33252697,9462994350,1345071593650.0,0.7,KOSPI
064960,59298,26540272,1707782400,764359833600.0,0.22,KOSPI
100840,100684,20680783,3327606200,683499878150.0,0.49,KOSPI
036530,8844,16303886,432913800,798075219700.0,0.05,KOSPI
000390,327341,27203469,2094982400,174102201600.0,1.2,KOSPI
011810,43226,31017927,152587780,109493282310.0,0.14,KOSPI
465770,48530,7171032,113802850,16816070040.0,0.68,KOSPI
077970,15654,40148063,528322500,1354997126250.0,0.04,KOSPI
002820,0,12607989,0,24699050451.0,0.0,KOSPI
002170,4697,3000000,253168300,161700000000.0,0.16,KOSPI
084870,0,20458256,0,36436153936.0,0.0,KOSPI
002710,375208,26213697,4615058400,322428473100.0,1.43,KOSPI
069260,64870,40878588,1047650500,660189196200.0,0.16,KOSPI
007980,108000,46897350,188892000,82023465150.0,0.23,KOSPI
002900,58995,41400000,379927800,266616000000.0,0.14,KOSPI
024070,0,15326438,0,28798377002.0,0.0,KOSPI
037270,400544,63663110,1457980160,231733720400.0,0.63,KOSPI
139130,641826,160624583,10885368960,2724192927680.0,0.4,KOSPI
000500,99181,16543115,33473587500,5583301312500.0,0.6,KOSPI
000860,0,13000000,0,166270000000.0,0.0,KOSPI
035250,2940046,213940500,44894502420,3266871435000.0,1.37,KOSPI
011420,365977,27549644,516759524,38900097328.0,1.33,KOSPI
002100,26383,19522575,243778920,180388593000.0,0.14,KOSPI
009450,75010,14568592,4973163000,965897649600.0,0.51,KOSPI
267290,21695,5895406,417845700,113545519560.0,0.37,KOSPI
012320,19570,2365023,1127232000,136225324800.0,0.83,KOSPI
000050,30758,27415270,250062540,222886145100.0,0.11,KOSPI
214390,140806,23906860,742047620,125989152200.0,0.59,KOSPI
012610,206911,41616365,813160230,163552314450.0,0.5,KOSPI
009140,0,1570797,0,39584084400.0,0.0,KOSPI
013580,46512,8930907,897681600,172366505100.0,0.52,KOSPI
012200,182568,27222829,1002298320,149453331210.0,0.67,KOSPI
012205,0,1169079,0,9703355700.0,0.0,KOSPI
002140,63986,24939425,122149274,47609362325.0,0.26,KOSPI
010130,85629,20872969,102069768000,24880579048000.0,0.41,KOSPI
002240,60890,27000000,1142296400,506520000000.0,0.23,KOSPI
009290,259212,49799808,1495653240,287344892160.0,0.52,KOSPI
017040,481043,43337615,448332076,40390657180.0,1.11,KOSPI
017900,412611,57943763,3676364010,516278928330.0,0.71,KOSPI
037710,0,7627172,0,267713737200.0,0.0,KOSPI
030610,109799,113962961,1180339250,1225101830750.0,0.1,KOSPI
339770,113516,49965080,447253040,196862415200.0,0.23,KOSPI
007690,0,9260832,0,316257412800.0,0.0,KOSPI
002720,119313,21159832,406260765,72049227960.0,0.56,KOSPI
083420,168276,24000000,775752360,110640000000.0,0.7,KOSPI
014530,0,34869420,0,109664325900.0,0.0,KOSPI
014280,209942,29329357,879656980,122890005830.0,0.72,KOSPI
014285,0,589875,0,3598237500.0,0.0,KOSPI
008870,0,1000000,0,40400000000.0,0.0,KOSPI
001570,77613,63967196,768368700,633275240400.0,0.12,KOSPI
002990,0,37259974,0,156491890800.0,0.0,KOSPI
002995,0,292266,0,3606562440.0,0.0,KOSPI
011780,76551,25157325,9568875000,3144665625000.0,0.3,KOSPI
011785,0,3023486,0,157221272000.0,0.0,KOSPI
214330,0,20913859,0,53434909745.0,0.0,KOSPI
001210,0,61880083,0,31001921583.0,0.0,KOSPI
073240,545810,287260287,2568036050,1351559650335.0,0.19,KOSPI
092440,0,29200000,0,57232000000.0,0.0,KOSPI
000270,132357,390412998,20502099300,60474973390200.0,0.03,KOSPI
024110,931785,797425869,19986788250,17104784890050.0,0.12,KOSPI
013700,0,59750830,0,70744982720.0,0.0,KOSPI
004540,211961,37240693,319001305,56047242965.0,0.57,KOSPI
004545,0,366160,0,3108698400.0,0.0,KOSPI
001260,33552,9832572,265060800,77677318800.0,0.34,KOSPI
008350,1423920,129079090,1656018960,150118981670.0,1.1,KOSPI
008355,0,307890,0,2888008200.0,0.0,KOSPI
004270,0,3621216,0,25457148480.0,0.0,KOSPI
003920,6820,6000000,284394000,250200000000.0,0.11,KOSPI
003925,0,2000000,0,66600000000.0,0.0,KOSPI
025860,438554,49678843,2697107100,305524884450.0,0.88,KOSPI
005720,0,52543977,0,320518259700.0,0.0,KOSPI
005725,0,3600600,0,15716619000.0,0.0,KOSPI
002350,0,97667877,0,680745102690.0,0.0,KOSPI
002355,0,6500000,0,26260000000.0,0.0,KOSPI
092790,392206,26002000,6130179780,406411260000.0,1.51,KOSPI
251270,119057,81934571,4863478450,3347027225350.0,0.15,KOSPI
090350,101220,20000000,769272000,152000000000.0,0.51,KOSPI
