티커,공매도잔고,상장주식수,공매도금액,시가총액,비중,시장
095570,107990,45252759,472456250,197980820625.0,0.24,KOSPI
006840,0,13247561,0,87433902600.0,0.0,KOSPI
027410,97308,95716791,413559000,406796361750.0,0.1,KOSPI
282330,31234,17283906,3748080000,2074068720000.0,0.18,KOSPI
138930,57285,310327033,1040868450,5638642189610.0,0.02,KOSPI
001460,6211,6246150,229807000,231107550000.0,0.1,KOSPI
001465,0,2153850,0,53523172500.0,0.0,KOSPI
001040,506561,29176998,92700663000,5339390634000.0,1.74,KOSPI
079160,2480504,165582471,11683173840,779893438410.0,1.5,KOSPI
00104K,0,4226512,0,710899318400.0,0.0,KOSPI
000120,35662,22812344,3020571400,1932205536800.0,0.16,KOSPI
011150,406120,35930773,856913200,75813931030.0,1.13,KOSPI
011155,0,200000,0,1940000000.0,0.0,KOSPI
001045,0,2260223,0,172228992600.0,0.0,KOSPI
097950,46356,15054186,9146038800,2970190897800.0,0.31,KOSPI
097955,0,1327433,0,164070718800.0,0.0,KOSPI
000480,0,46890490,0,229060043650.0,0.0,KOSPI
000590,0,1154482,0,86586150000.0,0.0,KOSPI
012030,1485032,201173933,2830470992,383437516298.0,0.74,KOSPI
005830,6578,65500349,996567000,9923302873500.0,0.01,KOSPI
016610,10889,42446389,116403410,453751898410.0,0.03,KOSPI
000990,1491892,43504588,236464882000,6895477198000.0,3.43,KOSPI
000300,0,41437055,0,174035631000.0,0.0,KOSPI
001530,241618,20715621,5762589300,494067560850.0,1.17,KOSPI
015590,443423,53396308,995484635,119874711460.0,0.83,KOSPI
000210,15254,20955884,825241400,1133713324400.0,0.07,KOSPI
000215,0,1686115,0,41056900250.0,0.0,KOSPI
375500,1090786,38693623,92716810000,3288957955000.0,2.82,KOSPI
37550L,0,2111951,0,112989378500.0,0.0,KOSPI
37550K,0,2113885,0,55489481250.0,0.0,KOSPI
007340,318531,58510865,14365748100,2638840011500.0,0.54,KOSPI
004840,0,19272364,0,87111085280.0,0.0,KOSPI
155660,0,16000000,0,69600000000.0,0.0,KOSPI
069730,0,14400000,0,75312000000.0,0.0,KOSPI
017860,419421,17759139,6106769760,258573063840.0,2.36,KOSPI
092780,0,13168460,0,55505058900.0,0.0,KOSPI
017940,9615,6860000,821121000,585844000000.0,0.14,KOSPI
365550,3333686,246089000,13301407140,981895110000.0,1.35,KOSPI
383220,25482,38307075,2115006000,3179487225000.0,0.07,KOSPI
007700,0,39114367,0,658294796610.0,0.0,KOSPI
114090,194051,61855670,2266515680,722474225600.0,0.31,KOSPI
078930,0,92895495,0,6772081585500.0,0.0,KOSPI
006360,4205882,85581490,123863224900,2520374880500.0,4.91,KOSPI
001250,518843,82533764,1673268675,266171388900.0,0.63,KOSPI
007070,93218,83607415,2227910200,1998217218500.0,0.11,KOSPI
078935,0,1779676,0,96814374400.0,0.0,KOSPI
499790,20206,19830841,931496600,914201770100.0,0.1,KOSPI
012630,126126,59741721,2718015300,1287434087550.0,0.21,KOSPI
039570,13168,25957601,103368800,203767167850.0,0.05,KOSPI
089470,0,31900000,0,130949500000.0,0.0,KOSPI
267270,35898,47921897,5596498200,7471023742300.0,0.07,KOSPI
009540,153363,70773116,66559542000,30715532344000.0,0.22,KOSPI
267250,0,78993085,0,20735684812500.0,0.0,KOSPI
443060,121220,44833460,29880730000,11051447890000.0,0.27,KOSPI
071970,17454,33921495,1314286200,2554288573500.0,0.05,KOSPI
322000,126408,11200000,20212639200,1790880000000.0,1.13,KOSPI
267260,262176,36047135,293637120000,40372791200000.0,0.73,KOSPI
329180,2997226,104961225,2119038782000,74207586075000.0,2.86,KOSPI
097230,466356,90295344,11145908400,2158058721600.0,0.52,KOSPI
014790,0,37858601,0,105625496790.0,0.0,KOSPI
003580,0,50663505,0,83189475210.0,0.0,KOSPI
204320,210633,46957120,15565778700,3470131168000.0,0.45,KOSPI
060980,0,9078847,0,420804558450.0,0.0,KOSPI
011200,9435004,943237970,208513588400,20845559137000.0,1.0,KOSPI
035000,0,16207644,0,116695036800.0,0.0,KOSPI
002460,0,10150000,0,137025000000.0,0.0,KOSPI
487570,20356,3725927,1095152800,200454872600.0,0.55,KOSPI
298050,86500,4479948,17646000000,913909392000.0,1.93,KOSPI
015360,0,27250000,0,413110000000.0,0.0,KOSPI
294870,74523,65907330,1520269200,1344509532000.0,0.11,KOSPI
175330,463376,188253584,12626996000,5129910164000.0,0.25,KOSPI
234080,57866,15834554,667194980,182572407620.0,0.37,KOSPI
001060,19920,23285930,555768000,649677447000.0,0.09,KOSPI
001067,0,209973,0,8608893000.0,0.0,KOSPI
001065,0,341951,0,7249361200.0,0.0,KOSPI
096760,0,73924942,0,289046523220.0,0.0,KOSPI
008970,1594587,103766907,2471609850,160838705850.0,1.54,KOSPI
105560,31040,354687734,5090560000,58168788376000.0,0.01,KOSPI
415640,0,122545548,0,1231582757400.0,0.0,KOSPI
432320,0,150764285,0,211823820425.0,0.0,KOSPI
002380,5913,8592896,3246237000,4717499904000.0,0.07,KOSPI
344820,67528,15970512,1640930400,388083441600.0,0.42,KOSPI
009070,125422,30000000,584466520,139800000000.0,0.42,KOSPI
009440,0,23239141,0,17568790596.0,0.0,KOSPI
119650,0,109785309,0,100782913662.0,0.0,KOSPI
092220,652072,40152628,2637631240,162417380260.0,1.62,KOSPI
003620,821647,202374912,2649811575,652659091200.0,0.41,KOSPI
016380,99438,100008897,581712300,585052047450.0,0.1,KOSPI
001390,392466,67233030,1844590200,315995241000.0,0.58,KOSPI
001940,4835,14176380,117732250,345194853000.0,0.03,KOSPI
025000,0,4378709,0,224627771700.0,0.0,KOSPI
092230,0,4224646,0,350223153400.0,0.0,KOSPI
000040,0,86375184,0,29626688112.0,0.0,KOSPI
044450,135995,23085880,1368109700,232243952800.0,0.59,KOSPI
030200,1234870,252021685,68288311000,13936799180500.0,0.49,KOSPI
033780,163872,103810456,30676838400,19433317363200.0,0.16,KOSPI
058850,300033,41404450,724579695,99991746750.0,0.72,KOSPI
058860,53380,34802000,141457000,92225300000.0,0.15,KOSPI
093050,16203,29240000,385631400,695912000000.0,0.06,KOSPI
003550,2043119,151192004,229850887500,17009100450000.0,1.35,KOSPI
034220,15731109,500000000,216617370930,6885000000000.0,3.15,KOSPI
051900,111201,14975523,26632639500,3586637758500.0,0.74,KOSPI
051905,0,2096259,0,218639813700.0,0.0,KOSPI
064400,609433,96885948,56311609200,8952261595200.0,0.63,KOSPI
373220,2955263,234000000,1229389408000,97344000000000.0,1.26,KOSPI
003555,0,3011199,0,209278330500.0,0.0,KOSPI
032640,2894848,424427732,45159628800,6621072619200.0,0.68,KOSPI
011070,75016,23667107,93619968000,29536549536000.0,0.32,KOSPI
066570,1968090,162884638,461517105000,38196447611000.0,1.21,KOSPI
066575,0,17181299,0,1367631400400.0,0.0,KOSPI
037560,311192,77446865,676842600,168446931375.0,0.4,KOSPI
051910,26744,70592343,9654584000,25483835823000.0,0.04,KOSPI
051915,0,7688800,0,1257887680000.0,0.0,KOSPI
079550,9460,22000000,8987000000,20900000000000.0,0.04,KOSPI
006260,0,31200000,0,13509600000000.0,0.0,KOSPI
010120,313027,150000000,79821885000,38250000000000.0,0.21,KOSPI
000680,0,78803016,0,252169651200.0,0.0,KOSPI
229640,94028,30624879,6770016000,2204991288000.0,0.31,KOSPI
108320,147557,16264300,7259804400,800203560000.0,0.91,KOSPI
001120,8347,38760000,330958550,1536834000000.0,0.02,KOSPI
108670,33770,8967670,1151557000,305797547000.0,0.38,KOSPI
108675,0,1032330,0,17250234300.0,0.0,KOSPI
383800,270622,76280690,2202863080,620924816600.0,0.35,KOSPI
38380K,0,1465285,0,11810197100.0,0.0,KOSPI
023150,48000,7378526,206880000,31801447060.0,0.65,KOSPI
035420,1221836,156887668,297517066000,38202147158000.0,0.78,KOSPI
036570,80014,21544022,21323731000,5741481863000.0,0.37,KOSPI
181710,100051,32753139,3891983900,1274097107100.0,0.31,KOSPI
400760,0,54929275,0,170006106125.0,0.0,KOSPI
005940,1897194,356344369,61374225900,11527740337150.0,0.53,KOSPI
005945,0,18870968,0,473661296800.0,0.0,KOSPI
338100,0,18660000,0,71841000000.0,0.0,KOSPI
034310,51678,36757157,624270240,444026456560.0,0.14,KOSPI
030190,341556,58911527,4938899760,851860680420.0,0.58,KOSPI
008260,245322,28600117,771537690,89947367965.0,0.86,KOSPI
004250,39483,36720000,124766280,116035200000.0,0.11,KOSPI
004255,0,5280000,0,10903200000.0,0.0,KOSPI
456040,16517,8952495,1778880900,964183711500.0,0.18,KOSPI
010060,432502,18670232,129534349000,5591734484000.0,2.32,KOSPI
178920,81162,29366322,1895132700,685703618700.0,0.28,KOSPI
001340,470869,45028089,2820505310,269718253110.0,1.05,KOSPI
005490,98376,79241527,37825572000,30468367131500.0,0.12,KOSPI
010950,463683,112582792,50912393400,12361590561600.0,0.41,KOSPI
