티커,공매도잔고,상장주식수,공매도금액,시가총액,비중,시장
095570,149277,45252759,659804340,200017194780.0,0.33,KOSPI
006840,0,13247561,0,100019085550.0,0.0,KOSPI
027410,0,95716791,0,380474244225.0,0.0,KOSPI
282330,78562,17283906,11548614000,2540734182000.0,0.45,KOSPI
138930,57285,310327033,866149200,4692144738960.0,0.02,KOSPI
001460,6211,6246150,237881300,239227545000.0,0.1,KOSPI
001465,0,2153850,0,58046257500.0,0.0,KOSPI
001040,430888,29176998,56230884000,3807598239000.0,1.48,KOSPI
079160,2484050,165582797,13761637000,917328695380.0,1.5,KOSPI
00104K,2585,4226512,327002500,534653768000.0,0.06,KOSPI
000120,38682,22812344,2889545400,1704082096800.0,0.17,KOSPI
011150,148797,35930773,305033850,73658084650.0,0.41,KOSPI
011155,0,200000,0,1440000000.0,0.0,KOSPI
001045,0,2260223,0,157311520800.0,0.0,KOSPI
097950,102991,15054186,19496196300,2849757409800.0,0.68,KOSPI
097955,4596,1327433,571282800,164999921900.0,0.35,KOSPI
000480,0,46890490,0,214289539300.0,0.0,KOSPI
000590,0,1154482,0,78620224200.0,0.0,KOSPI
012030,478545,201173933,710160780,298542116572.0,0.24,KOSPI
005830,0,65500349,0,12274765402600.0,0.0,KOSPI
016610,17914,42446389,176811180,418945859430.0,0.04,KOSPI
000990,364465,43504588,34223263500,4085080813200.0,0.84,KOSPI
000300,0,41437055,0,174035631000.0,0.0,KOSPI
001530,367179,20715621,10299370950,581073169050.0,1.77,KOSPI
015590,361966,53396308,535709680,79026535840.0,0.68,KOSPI
000210,12491,20955884,624550000,1047794200000.0,0.06,KOSPI
000215,0,1686115,0,40045231250.0,0.0,KOSPI
375500,684340,38693623,50162122000,2836242565900.0,1.77,KOSPI
37550L,0,2111951,0,100423270050.0,0.0,KOSPI
37550K,0,2113885,0,52847125000.0,0.0,KOSPI
007340,296599,58510865,13999472800,2761712828000.0,0.51,KOSPI
004840,0,19272364,0,81040290620.0,0.0,KOSPI
155660,0,16000000,0,70880000000.0,0.0,KOSPI
069730,0,14400000,0,79200000000.0,0.0,KOSPI
017860,165304,17759139,2000178400,214885581900.0,0.93,KOSPI
092780,0,13168460,0,44377710200.0,0.0,KOSPI
017940,0,6860000,0,670222000000.0,0.0,KOSPI
365550,3767279,246089000,11678564900,762875900000.0,1.53,KOSPI
383220,160171,38307075,10715439900,2562743317500.0,0.42,KOSPI
007700,0,39114367,0,566767177830.0,0.0,KOSPI
114090,120781,61855670,1160705410,594432988700.0,0.2,KOSPI
078930,12285,92895495,1587222000,12002097954000.0,0.01,KOSPI
006360,3257737,85581490,121024929550,3179352353500.0,3.81,KOSPI
001250,246148,82533764,664599600,222841162800.0,0.3,KOSPI
007070,246637,83607415,6572876050,2228137609750.0,0.29,KOSPI
078935,0,1779676,0,116924713200.0,0.0,KOSPI
499790,43654,19830841,1888035500,857683873250.0,0.22,KOSPI
012630,18859,59741721,437528800,1386007927200.0,0.03,KOSPI
039570,0,25957601,0,199354375680.0,0.0,KOSPI
089470,0,31900000,0,126962000000.0,0.0,KOSPI
267270,41042,47921897,5606337200,6546131130200.0,0.09,KOSPI
009540,186481,70773116,66107514500,25089069622000.0,0.26,KOSPI
267250,7880,78993085,1717840000,17220492530000.0,0.01,KOSPI
443060,118979,44833460,26294359000,9908194660000.0,0.27,KOSPI
071970,5038,33921495,267517800,1801231384500.0,0.01,KOSPI
322000,227956,11200000,31002016000,1523200000000.0,2.04,KOSPI
267260,66134,36047135,53833076000,29342367890000.0,0.18,KOSPI
329180,1989895,104961225,909382015000,47967279825000.0,1.9,KOSPI
097230,1546547,90295344,26538746520,1549468103040.0,1.71,KOSPI
014790,0,37858601,0,99189534620.0,0.0,KOSPI
003580,104191,50663505,159203848,77413835640.0,0.21,KOSPI
