티커,공매도잔고,상장주식수,공매도금액,시가총액,비중,시장
095570,107990,45252759,458417550,192097961955.0,0.24,KOSPI
006840,0,13247561,0,76305951360.0,0.0,KOSPI
027410,147034,95716791,579313960,377124156540.0,0.15,KOSPI
282330,84283,17283906,10569088200,2167401812400.0,0.49,KOSPI
138930,57285,310327033,1027120050,5564163701690.0,0.02,KOSPI
001460,6211,6246150,213347850,214555252500.0,0.1,KOSPI
001465,0,2153850,0,48784702500.0,0.0,KOSPI
001040,480393,29176998,68359923900,4151886815400.0,1.65,KOSPI
079160,2884976,165582471,13213190080,758367717180.0,1.74,KOSPI
00104K,964,4226512,134863600,591289028800.0,0.02,KOSPI
000120,49289,22812344,3662172700,1694957159200.0,0.22,KOSPI
011150,364575,35930773,727691700,71717822908.0,1.01,KOSPI
011155,0,200000,0,1628000000.0,0.0,KOSPI
001045,0,2260223,0,146010405800.0,0.0,KOSPI
097950,35931,15054186,7121524200,2983739665200.0,0.24,KOSPI
097955,0,1327433,0,159424703300.0,0.0,KOSPI
000480,0,46890490,0,230701210800.0,0.0,KOSPI
000590,0,1154482,0,81160084600.0,0.0,KOSPI
012030,1915633,201173933,2846630638,298944464438.0,0.95,KOSPI
005830,6578,65500349,995909200,9916752838600.0,0.01,KOSPI
016610,0,42446389,0,397298201040.0,0.0,KOSPI
000990,384774,43504588,43017733200,4863812938400.0,0.88,KOSPI
000300,0,41437055,0,174035631000.0,0.0,KOSPI
001530,332271,20715621,7625619450,475423501950.0,1.6,KOSPI
015590,544097,53396308,1137162730,111598283720.0,1.02,KOSPI
000210,12717,20955884,563363100,928345661200.0,0.06,KOSPI
000215,0,1686115,0,34565357500.0,0.0,KOSPI
375500,878998,38693623,52476180600,2310009293100.0,2.27,KOSPI
37550L,0,2111951,0,86167600800.0,0.0,KOSPI
37550K,0,2113885,0,44920056250.0,0.0,KOSPI
007340,323054,58510865,11436111600,2071284621000.0,0.55,KOSPI
004840,0,19272364,0,82582079740.0,0.0,KOSPI
155660,0,16000000,0,69760000000.0,0.0,KOSPI
069730,0,14400000,0,79776000000.0,0.0,KOSPI
017860,264296,17759139,2941614480,197659217070.0,1.49,KOSPI
092780,0,13168460,0,43324233400.0,0.0,KOSPI
017940,4418,6860000,377297200,585844000000.0,0.06,KOSPI
365550,4161613,246089000,14149484200,836702600000.0,1.69,KOSPI
383220,105665,38307075,8474333000,3072227415000.0,0.28,KOSPI
007700,0,39114367,0,596102953080.0,0.0,KOSPI
114090,176863,61855670,1812845750,634020617500.0,0.29,KOSPI
078930,0,92895495,0,7301585907000.0,0.0,KOSPI
006360,3276721,85581490,93058876400,2430514316000.0,3.83,KOSPI
001250,245423,82533764,627055765,210873767020.0,0.3,KOSPI
007070,149639,83607415,3748456950,2094365745750.0,0.18,KOSPI
078935,0,1779676,0,95924536400.0,0.0,KOSPI
499790,37322,19830841,1569390100,833886864050.0,0.19,KOSPI
012630,84868,59741721,1752524200,1233666538650.0,0.14,KOSPI
039570,0,25957601,0,201430983760.0,0.0,KOSPI
089470,0,31900000,0,119944000000.0,0.0,KOSPI
267270,11637,47921897,1458116100,6004613694100.0,0.02,KOSPI
009540,164111,70773116,55797740000,24062859440000.0,0.23,KOSPI
267250,0,78993085,0,15300960564500.0,0.0,KOSPI
443060,119713,44833460,23655288800,8859091696000.0,0.27,KOSPI
071970,55337,33921495,3093338300,1896211570500.0,0.16,KOSPI
322000,94087,11200000,9916769800,1180480000000.0,0.84,KOSPI
267260,199610,36047135,162482540000,29342367890000.0,0.55,KOSPI
329180,2480562,104961225,1282450554000,54264953325000.0,2.36,KOSPI
097230,1321245,90295344,22329040500,1525991313600.0,1.46,KOSPI
014790,0,37858601,0,91807107425.0,0.0,KOSPI
003580,0,50663505,0,79237721820.0,0.0,KOSPI
204320,351881,46957120,17136604700,2286811744000.0,0.75,KOSPI
060980,28591,9078847,1095035300,347719840100.0,0.31,KOSPI
011200,10911778,943237970,218781148900,18911921298500.0,1.16,KOSPI
035000,0,16207644,0,103566845160.0,0.0,KOSPI
002460,0,10150000,0,116826500000.0,0.0,KOSPI
487570,23950,3725927,1053800000,163940788000.0,0.64,KOSPI
298050,112170,4479948,16847934000,672888189600.0,2.5,KOSPI
015360,9016,27250000,129469760,391310000000.0,0.03,KOSPI
294870,13041,65907330,234738000,1186331940000.0,0.02,KOSPI
175330,865581,188253584,22505106000,4894593184000.0,0.46,KOSPI
234080,64675,15834554,740528750,181305643300.0,0.41,KOSPI
001060,19920,23285930,480072000,561190913000.0,0.09,KOSPI
