티커,공매도잔고,상장주식수,공매도금액,시가총액,비중,시장
095570,107990,45252759,487034900,204089943090.0,0.24,KOSPI
006840,0,13247561,0,99754134330.0,0.0,KOSPI
027410,24047,95716791,100275990,399139018470.0,0.03,KOSPI
282330,13007,17283906,1957553500,2601227853000.0,0.08,KOSPI
138930,161133,310327033,2400881700,4623872791700.0,0.05,KOSPI
001460,6211,6246150,236018000,237353700000.0,0.1,KOSPI
001465,0,2153850,0,53630865000.0,0.0,KOSPI
001040,431434,29176998,58588737200,3962236328400.0,1.48,KOSPI
079160,2492803,165582596,14134193010,938853319320.0,1.51,KOSPI
00104K,0,4226512,0,544374745600.0,0.0,KOSPI
000120,31273,22812344,2420530200,1765675425600.0,0.14,KOSPI
011150,225925,35930773,466535125,74197046245.0,0.63,KOSPI
011155,0,200000,0,1294000000.0,0.0,KOSPI
001045,0,2260223,0,166804457400.0,0.0,KOSPI
097950,48482,15054186,9114616000,2830186968000.0,0.32,KOSPI
097955,834,1327433,102832200,163672488900.0,0.06,KOSPI
000480,0,46890490,0,221088660350.0,0.0,KOSPI
000590,0,1154482,0,79082017000.0,0.0,KOSPI
012030,594353,201173933,930756798,315038379078.0,0.3,KOSPI
005830,0,65500349,0,10774807410500.0,0.0,KOSPI
016610,19970,42446389,186320100,396024809370.0,0.05,KOSPI
000990,331271,43504588,30874457200,4054627601600.0,0.76,KOSPI
000300,0,41437055,0,174035631000.0,0.0,KOSPI
001530,396682,20715621,9857547700,514783181850.0,1.91,KOSPI
015590,489715,53396308,809498895,88264097124.0,0.92,KOSPI
000210,17803,20955884,900831800,1060367730400.0,0.08,KOSPI
000215,0,1686115,0,39033562250.0,0.0,KOSPI
375500,629235,38693623,45934155000,2824634479000.0,1.63,KOSPI
37550L,0,2111951,0,102218428400.0,0.0,KOSPI
37550K,0,2113885,0,51473099750.0,0.0,KOSPI
007340,328911,58510865,15754836900,2802670433500.0,0.56,KOSPI
004840,0,19272364,0,86340190720.0,0.0,KOSPI
155660,0,16000000,0,76000000000.0,0.0,KOSPI
069730,0,14400000,0,86256000000.0,0.0,KOSPI
017860,197996,17759139,2486829760,223054785840.0,1.11,KOSPI
092780,0,13168460,0,43455918000.0,0.0,KOSPI
017940,0,6860000,0,604366000000.0,0.0,KOSPI
365550,4124668,246089000,13962001180,833011265000.0,1.68,KOSPI
383220,156209,38307075,10466003000,2566574025000.0,0.41,KOSPI
007700,7595,39114367,110431300,568722896180.0,0.02,KOSPI
114090,95603,61855670,910140560,588865978400.0,0.15,KOSPI
078930,28718,92895495,2800005000,9057310762500.0,0.03,KOSPI
006360,4182756,85581490,145350771000,2973956777500.0,4.89,KOSPI
001250,157689,82533764,458086545,239760584420.0,0.19,KOSPI
007070,243520,83607415,6708976000,2303384283250.0,0.29,KOSPI
078935,0,1779676,0,104466981200.0,0.0,KOSPI
499790,28992,19830841,1272748800,870573919900.0,0.15,KOSPI
012630,16575,59741721,380396250,1371072496950.0,0.03,KOSPI
039570,0,25957601,0,198056495630.0,0.0,KOSPI
089470,0,31900000,0,128238000000.0,0.0,KOSPI
267270,28817,47921897,4092014000,6804909374000.0,0.06,KOSPI
009540,250171,70773116,99568058000,28167700168000.0,0.35,KOSPI
267250,0,78993085,0,17733947582500.0,0.0,KOSPI
443060,121263,44833460,24252600000,8966692000000.0,0.27,KOSPI
071970,34896,33921495,1978603200,1923348766500.0,0.1,KOSPI
322000,215329,11200000,25516486500,1327200000000.0,1.92,KOSPI
267260,108424,36047135,80125336000,26638832765000.0,0.3,KOSPI
