티커,공매도잔고,상장주식수,공매도금액,시가총액,비중,시장
095570,107990,45252759,453558000,190061587800.0,0.24,KOSPI
006840,0,13247561,0,84651914790.0,0.0,KOSPI
027410,88244,95716791,339739400,368509645350.0,0.09,KOSPI
282330,34078,17283906,4225672000,2143204344000.0,0.2,KOSPI
138930,121363,310327033,2095939010,5359347859910.0,0.04,KOSPI
001460,6211,6246150,190367150,191444497500.0,0.1,KOSPI
001465,0,2153850,0,45661620000.0,0.0,KOSPI
001040,420948,29176998,52786879200,3658795549200.0,1.44,KOSPI
079160,2926373,165582510,14061222265,795623960550.0,1.77,KOSPI
00104K,0,4226512,0,527891348800.0,0.0,KOSPI
000120,43468,22812344,3177510800,1667582346400.0,0.19,KOSPI
011150,299880,35930773,587165040,70352453534.0,0.83,KOSPI
011155,0,200000,0,1384000000.0,0.0,KOSPI
001045,0,2260223,0,152791074800.0,0.0,KOSPI
097950,50473,15054186,9453592900,2819649037800.0,0.34,KOSPI
097955,842,1327433,102471400,161548596100.0,0.06,KOSPI
000480,0,46890490,0,216868516250.0,0.0,KOSPI
000590,0,1154482,0,72501469600.0,0.0,KOSPI
012030,857637,201173933,1231566732,288885767788.0,0.43,KOSPI
005830,6578,65500349,1045902000,10414555491000.0,0.01,KOSPI
016610,14545,42446389,122178000,356549667600.0,0.03,KOSPI
000990,344128,43504588,29182054400,3689189062400.0,0.79,KOSPI
000300,0,41437055,0,174035631000.0,0.0,KOSPI
001530,408688,20715621,9665471200,489924436650.0,1.97,KOSPI
015590,546855,53396308,961917945,93924105772.0,1.02,KOSPI
000210,11947,20955884,534030900,936728014800.0,0.06,KOSPI
000215,0,1686115,0,35492720750.0,0.0,KOSPI
375500,626125,38693623,36002187500,2224883322500.0,1.62,KOSPI
37550L,0,2111951,0,81310113500.0,0.0,KOSPI
37550K,0,2113885,0,46399775750.0,0.0,KOSPI
007340,278544,58510865,10208637600,2144423202250.0,0.48,KOSPI
004840,0,19272364,0,82389356100.0,0.0,KOSPI
155660,0,16000000,0,70080000000.0,0.0,KOSPI
069730,0,14400000,0,79776000000.0,0.0,KOSPI
017860,206940,17759139,2276340000,195350529000.0,1.17,KOSPI
092780,0,13168460,0,41875702800.0,0.0,KOSPI
017940,0,6860000,0,596820000000.0,0.0,KOSPI
365550,3836998,246089000,12796388330,820706815000.0,1.56,KOSPI
383220,103806,38307075,7961920200,2938152652500.0,0.27,KOSPI
007700,12251,39114367,162938300,520221081100.0,0.03,KOSPI
114090,126968,61855670,1183341760,576494844400.0,0.21,KOSPI
078930,26775,92895495,2342812500,8128355812500.0,0.03,KOSPI
006360,3337557,85581490,85107703500,2182327995000.0,3.9,KOSPI
001250,195029,82533764,486597355,205921741180.0,0.24,KOSPI
007070,141145,83607415,3458052500,2048381667500.0,0.17,KOSPI
078935,0,1779676,0,96992342000.0,0.0,KOSPI
499790,43574,19830841,1542519600,702011771400.0,0.22,KOSPI
012630,31878,59741721,639153900,1197821506050.0,0.05,KOSPI
039570,0,25957601,0,190269215330.0,0.0,KOSPI
089470,0,31900000,0,118030000000.0,0.0,KOSPI
267270,17627,47921897,2164595600,5884808951600.0,0.04,KOSPI
009540,224879,70773116,79607166000,25053683064000.0,0.32,KOSPI
267250,0,78993085,0,15372054341000.0,0.0,KOSPI
443060,173205,44833460,33255360000,8608024320000.0,0.39,KOSPI
071970,28043,33921495,1533952100,1855505776500.0,0.08,KOSPI
322000,158149,11200000,17665243300,1251040000000.0,1.41,KOSPI
267260,86625,36047135,61070625000,25413230175000.0,0.24,KOSPI
329180,2008117,104961225,905660767000,47337512475000.0,1.91,KOSPI
097230,1265430,90295344,18412006500,1313797255200.0,1.4,KOSPI
014790,0,37858601,0,89914177375.0,0.0,KOSPI
003580,0,50663505,0,59073646830.0,0.0,KOSPI
204320,477791,46957120,19541651900,1920546208000.0,1.02,KOSPI
060980,10730,9078847,392718000,332285800200.0,0.12,KOSPI
011200,8676922,943237970,173538440000,18864759400000.0,0.92,KOSPI
035000,0,16207644,0,99677010600.0,0.0,KOSPI
002460,0,10150000,0,108706500000.0,0.0,KOSPI
487570,24646,3725927,1041293500,157420415750.0,0.66,KOSPI
298050,118696,4479948,18101140000,683192070000.0,2.65,KOSPI
015360,28518,27250000,396400200,378775000000.0,0.1,KOSPI
294870,13041,65907330,260167950,1314851233500.0,0.02,KOSPI
175330,1075879,186521824,29371496700,5092045795200.0,0.58,KOSPI
234080,61549,15834554,659805280,169746418880.0,0.39,KOSPI
001060,15625,23285930,360937500,537904983000.0,0.07,KOSPI
001067,0,209973,0,9102329550.0,0.0,KOSPI
001065,0,341951,0,7180971000.0,0.0,KOSPI
096760,0,73924942,0,274631159530.0,0.0,KOSPI
008970,825281,103766907,860768083,108228884001.0,0.8,KOSPI
105560,54960,354687734,9079392000,58594413656800.0,0.02,KOSPI
415640,0,122545548,0,1307560997160.0,0.0,KOSPI
432320,91439,150764285,130940648,215894456120.0,0.06,KOSPI
002380,0,8592896,0,3269596928000.0,0.0,KOSPI
344820,34162,15970512,748147800,349754212800.0,0.21,KOSPI
009070,123042,30000000,455870610,111150000000.0,0.41,KOSPI
009440,0,23239141,0,17568790596.0,0.0,KOSPI
119650,0,109785309,0,100782913662.0,0.0,KOSPI
092220,536852,40152628,1283076280,95964780920.0,1.34,KOSPI
