티커,Name,Market,Sector,Industry,종가,거래량,거래대금,등락률,공매도거래대금,공매도비중,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금,시장,업종,주요제품
095570,AJ네트웍스,유가,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",5330.0,223867.0,1192807310.0,0.76,6465640.0,0.54,55327.0,294706570.0,-37686.0,-201075430.0,-17076.0,-90571790.0,-1146.0,-6108250.0,-116.0,-617215.0,-41.0,-218490.0,0.0,0.0,-15528.0,-82322295.0,-245.0,-1305540.0,-567.0,-3070080.0,2.0,10730.0,0.0,0.0,0.0
006840,AK홀딩스,유가,기타 금융업,지주사업,7910.0,22837.0,179680060.0,2.2,245210.0,0.14,-4853.0,-38018100.0,4286.0,33642080.0,685.0,5312700.0,697.0,5407570.0,-3.0,-23680.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,-71190.0,-146.0,-1158080.0,28.0,221400.0,0.0,0.0,0.0
027410,BGF,유가,기타 금융업,지주회사,4110.0,89791.0,368978376.0,0.74,2970530.0,0.81,-4043.0,-16810631.0,18998.0,78146145.0,-13955.0,-57202834.0,-374.0,-1566275.0,-109.0,-447990.0,-90.0,-369895.0,3346.0,13764479.0,-16312.0,-66874013.0,-416.0,-1709140.0,-1000.0,-4132680.0,0.0,0.0,0.0,0.0,0.0
282330,BGF리테일,유가,종합 소매업,체인화 편의점,123300.0,70752.0,8798416600.0,0.74,789339900.0,8.45,-9357.0,-1171877000.0,7107.0,890817200.0,3454.0,430563250.0,4892.0,608014650.0,-330.0,-40643450.0,20.0,2537550.0,0.0,0.0,-1116.0,-137923900.0,-12.0,-1421600.0,-1227.0,-152398050.0,23.0,2894600.0,0.0,0.0,0.0
138930,BNK금융지주,유가,기타 금융업,금융지주회사,19450.0,1472985.0,28738293000.0,5.14,4983623680.0,15.41,-78950.0,-1551024725.0,-51585.0,-1016089090.0,148332.0,2910931435.0,233033.0,4546814645.0,-12083.0,-234283465.0,2109.0,41445620.0,-5746.0,-111493670.0,-67724.0,-1307676120.0,-1257.0,-23875585.0,-16591.0,-320389680.0,-1206.0,-23427940.0,0.0,0.0,0.0
001460,BYC,유가,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",47600.0,23701.0,1131509650.0,0.21,0.0,0.0,-4780.0,-228990400.0,4680.0,224160850.0,-51.0,-2285850.0,21.0,1154300.0,-9.0,-428550.0,-4.0,-190400.0,0.0,0.0,-37.0,-1774000.0,-22.0,-1047200.0,137.0,6442600.0,14.0,672800.0,0.0,0.0,0.0
001465,BYC우,KOSPI,기타/미분류,기타/미분류,24850.0,3573.0,87969350.0,0.4,1283100.0,1.46,207.0,5074950.0,101.0,2491250.0,-50.0,-1222500.0,-50.0,-1222500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-281.0,-6912500.0,23.0,568800.0,0.0,0.0,0.0
001040,CJ,유가,기타 금융업,지주회사,212000.0,132778.0,28498419750.0,1.92,2345052000.0,7.13,-9445.0,-2029648000.0,-19680.0,-4262034500.0,29131.0,6288624000.0,14156.0,3042204250.0,-3237.0,-695018250.0,18187.0,3916260500.0,0.0,0.0,-11844.0,-2533629250.0,11019.0,2375430000.0,-165.0,-31115000.0,159.0,34173500.0,0.0,0.0,0.0
079160,CJ CGV,유가,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",6040.0,562532.0,3380473740.0,1.85,80670075.0,2.39,-293605.0,-1766343770.0,337634.0,2030725545.0,-13615.0,-81763115.0,-2789.0,-16764300.0,-17.0,-102235.0,-146.0,-881840.0,0.0,0.0,-9980.0,-59889420.0,-683.0,-4125320.0,-30400.0,-182534600.0,-14.0,-84060.0,0.0,0.0,0.0
00104K,CJ4우(전환),KOSPI,기타/미분류,기타/미분류,177000.0,10065.0,1787507800.0,1.72,23900900.0,1.34,-4295.0,-766959700.0,1844.0,328296600.0,2451.0,438663100.0,2108.0,378133200.0,-5.0,-890400.0,0.0,0.0,0.0,0.0,0.0,0.0,348.0,61420300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000120,CJ대한통운,유가,도로 화물 운송업,"Contract Logistics, 포워딩, 항만하역, 해운, 택배국제특송, SCM Consulting",117100.0,291765.0,34357939950.0,7.63,3176989650.0,7.43,-100049.0,-11857290000.0,-39958.0,-4756625600.0,146487.0,17390632550.0,11095.0,1302384400.0,11285.0,1341790250.0,33584.0,4012779650.0,0.0,0.0,73170.0,8666211200.0,17353.0,2067474600.0,-6246.0,-749610900.0,-234.0,-27106050.0,0.0,0.0,0.0
