날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-06-11,-756138214272,139901273600,2080253723825,-1464016783153,0,KOSPI
2026-06-11,714863473724,8641605662,-363379861854,-360125217532,0,KOSDAQ
