날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-06-12,2286978507345,-173620261024,-4317449210947,2204090964626,0,KOSPI
2026-06-12,631500493898,33151662915,-941557965510,276905808697,0,KOSDAQ
