날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-04-09,-2512488496601,369840681036,295000823204,1847646992361,0,KOSPI
2026-04-09,-507970845691,4796404154,928096653009,-424922211472,0,KOSDAQ
