티커,Name,Market,Sector,Industry,종가,거래량,거래대금,등락률,공매도거래대금,공매도비중,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금
095570,AJ네트웍스,유가,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",5190,233782,1206257275,1.37,1219650,0.1,-117157.0,-604948410.0,91884.0,473519940.0,28180.0,146268380.0,-107.0,-555330.0,-546.0,-2817360.0,27335.0,141931550.0,0.0,0.0,33.0,171270.0,1465.0,7538250.0,-2911.0,-14862800.0,4.0,22890.0
006840,AK홀딩스,유가,기타 금융업,지주사업,8700,13733,118233920,2.47,3993870,3.38,4017.0,34747420.0,-3303.0,-28505600.0,-845.0,-7301730.0,-822.0,-7102290.0,0.0,0.0,-11.0,-95040.0,0.0,0.0,0.0,0.0,-12.0,-104400.0,134.0,1085460.0,-3.0,-25550.0
027410,BGF,유가,기타 금융업,지주회사,5030,214338,1072538877,0.6,40923910,3.82,-37316.0,-188335742.0,31038.0,156914707.0,5379.0,26943940.0,232.0,1143045.0,0.0,0.0,14112.0,70555395.0,-8837.0,-44111870.0,136.0,684080.0,-264.0,-1326710.0,1500.0,7483000.0,-601.0,-3005905.0
282330,BGF리테일,유가,종합 소매업,체인화 편의점,134500,39049,5231891550,0.82,1838717100,32.02,-3288.0,-444150600.0,7852.0,1052992400.0,-4562.0,-608569650.0,1131.0,152077500.0,-251.0,-33579800.0,-2023.0,-270555350.0,0.0,0.0,2261.0,302964500.0,-5680.0,-759476500.0,-2.0,-272150.0,0.0,0.0
138930,BNK금융지주,유가,기타 금융업,금융지주회사,19000,774644,14681903970,0.53,588490770,3.78,-65461.0,-1243914260.0,-82185.0,-1553562385.0,147580.0,2796224065.0,19080.0,361528150.0,-2544.0,-48244235.0,-453.0,-8609545.0,0.0,0.0,-46594.0,-882415195.0,-3061.0,-57931750.0,65.0,1233040.0,1.0,19540.0
001460,BYC,유가,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",50900,1331,67629000,1.19,0,0.0,-202.0,-10249500.0,235.0,11928300.0,-37.0,-1882000.0,-2.0,-100400.0,0.0,0.0,-42.0,-2137900.0,0.0,0.0,17.0,865300.0,-10.0,-509000.0,0.0,0.0,4.0,203200.0
001465,BYC우,KOSPI,기타/미분류,기타/미분류,33550,1090,36492150,0.75,1239200,3.4,10.0,343100.0,-10.0,-343150.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001040,CJ,유가,기타 금융업,지주회사,218000,79892,17448900000,1.4,1806236500,8.24,-14465.0,-3155699750.0,-11752.0,-2593374500.0,25924.0,5685373250.0,14187.0,3101557000.0,549.0,121147500.0,407.0,94159750.0,0.0,0.0,11823.0,2598215500.0,-1077.0,-237389500.0,264.0,57331500.0,29.0,6369500.0
079160,CJ CGV,유가,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",4955,296628,1467225435,1.64,92347220,6.29,-76971.0,-380936489.0,87121.0,431249824.0,600.0,2943515.0,1736.0,8573100.0,0.0,0.0,-1031.0,-5109310.0,0.0,0.0,236.0,1169380.0,-341.0,-1689655.0,-11000.0,-54485000.0,250.0,1228150.0
00104K,CJ4우(전환),KOSPI,기타/미분류,기타/미분류,186700,8380,1559921600,1.14,24030300,1.54,-2205.0,-411838300.0,55.0,11103300.0,2086.0,388923700.0,1398.0,260534000.0,0.0,0.0,87.0,16321200.0,0.0,0.0,-399.0,-74431500.0,1000.0,186500000.0,60.0,11090000.0,4.0,721300.0
