날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-01-30,-424097885676,99054231713,2297931825297,-1972888171334,0,KOSPI
2026-01-30,1335071334659,-186234932683,-982997310921,-165839091055,0,KOSDAQ
