날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-04-15,36807337289,405884724612,-940028174882,497336112981,0,KOSPI
2026-04-15,176694637201,-141463691983,-256130519632,220899574414,0,KOSDAQ
