티커,Name,Market,Sector,Industry,종가,거래량,거래대금,등락률,공매도거래대금,공매도비중,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금,시장,업종,주요제품
095570,AJ네트웍스,유가,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",5160.0,307737.0,1585363350.0,2.38,13020910.0,0.82,-142614.0,-735185695.0,173125.0,892083705.0,-14882.0,-76230120.0,76.0,392210.0,0.0,0.0,22.0,113520.0,0.0,0.0,0.0,0.0,-14980.0,-76735850.0,-15351.0,-79260710.0,-278.0,-1407180.0,0.0,0.0,0.0
006840,AK홀딩스,유가,기타 금융업,지주사업,7950.0,13336.0,105114750.0,1.92,15900.0,0.02,-2750.0,-21657190.0,4062.0,32060100.0,-1624.0,-12880750.0,12.0,30070.0,0.0,0.0,0.0,0.0,0.0,0.0,-1636.0,-12910820.0,0.0,0.0,312.0,2477840.0,0.0,0.0,0.0,0.0,0.0
027410,BGF,유가,기타 금융업,지주회사,4440.0,297618.0,1311925486.0,4.1,4338180.0,0.33,-75432.0,-331010964.0,77564.0,340919370.0,27344.0,120487029.0,2216.0,9665715.0,0.0,0.0,71.0,315240.0,1298.0,5702129.0,0.0,0.0,23759.0,104803945.0,-29700.0,-131384135.0,224.0,988700.0,0.0,0.0,0.0
282330,BGF리테일,유가,종합 소매업,체인화 편의점,124200.0,50729.0,6270183250.0,2.9,1268286100.0,18.56,-4711.0,-583593750.0,-2462.0,-308180400.0,6883.0,856053650.0,6788.0,844242200.0,-33.0,-4079800.0,-148.0,-18228200.0,0.0,0.0,430.0,53070400.0,-154.0,-18950950.0,290.0,35720500.0,0.0,0.0,0.0,0.0,0.0
138930,BNK금융지주,유가,기타 금융업,금융지주회사,18850.0,4336334.0,81879081830.0,2.0,1260251630.0,1.52,-69793.0,-1330320660.0,-9456.0,-181334090.0,80128.0,1528460330.0,44451.0,843963030.0,-1067.0,-20343570.0,52642.0,1005585280.0,0.0,0.0,1271.0,26098850.0,-17169.0,-326843370.0,24.0,433550.0,-903.0,-17239130.0,0.0,0.0,0.0
001460,BYC,유가,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",53700.0,34762.0,1808380550.0,16.49,56623800.0,1.8,1233.0,61127950.0,4206.0,217743400.0,-5313.0,-271942450.0,-174.0,-8559650.0,0.0,0.0,-2126.0,-112659500.0,0.0,0.0,-3015.0,-150830700.0,2.0,107400.0,-2.0,-106800.0,-124.0,-6822100.0,0.0,0.0,0.0
001465,BYC우,KOSPI,기타/미분류,기타/미분류,28850.0,9516.0,271548350.0,6.46,0.0,0.0,-522.0,-14827550.0,634.0,18035450.0,-115.0,-3295750.0,-115.0,-3295750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,87850.0,0.0,0.0,0.0
001040,CJ,유가,기타 금융업,지주회사,207000.0,194304.0,40130947750.0,5.08,3921671000.0,7.75,-7862.0,-1641964250.0,-13530.0,-2781064500.0,20538.0,4244716250.0,325.0,53233000.0,1340.0,280572250.0,3464.0,718128000.0,-22.0,-4514000.0,12802.0,2642574500.0,2629.0,554725000.0,899.0,187450000.0,-45.0,-9137500.0,0.0,0.0,0.0
079160,CJ CGV,유가,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",4985.0,388645.0,1917315840.0,3.42,195829430.0,10.21,-121048.0,-597695271.0,126560.0,623322520.0,12516.0,63319276.0,1420.0,6875216.0,0.0,0.0,-402.0,-1994290.0,0.0,0.0,11726.0,59574930.0,-228.0,-1136580.0,-18000.0,-88807385.0,-28.0,-139140.0,0.0,0.0,0.0
00104K,CJ4우(전환),KOSPI,기타/미분류,기타/미분류,178500.0,11848.0,2101427850.0,4.32,57237800.0,2.72,-3907.0,-695460050.0,-2119.0,-376580700.0,6026.0,1072040750.0,4927.0,876868650.0,0.0,0.0,682.0,121134600.0,0.0,0.0,0.0,0.0,417.0,74037500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
