날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-03-16,91068348977,41122359340,716354973147,-848545681464,0,KOSPI
2026-03-16,-169638539614,-39528699778,710397940663,-501230701271,0,KOSDAQ
